id,square_term,sentiment,text
gp:AOqpTOEeVQbHElJKaxvsboVZAbHSN0TcjNv1-JXZSqf4lnN1An0bknE3p39VPnqoP1ZKX_UHXE8-sDrUFELGBA,1,negative,Péssimo não consigo redefinir a senha q eu nem mesmo criei
gp:AOqpTOHmlqhjgs0VurBLbAbTB176OXRvmgBt7TNA5m3PFVhC08Lu-BD5i_pizj0FNKCMDeWtxTiNxut-zkxQ-w,0,positive,Top
gp:AOqpTOEJRl_2uiUep6HGCaDGAQkYLXYwSnI9NwuCFVQJdx7OLV9GzvAowwJtAzOIu7JlU_g-dDPpW-eKKqvK-Q,1,neutral,"Esqueci a minha senha da carteira de trabalho digital e quando faço uma faço uma nova senha, aparece q a senha está incorreta! Será q eu posso excluir a conta e fazer uma nova conta"
gp:AOqpTOH6gRXoto66xTXyiclFHz9hGA9MCj0bj9Ef18-4zKiIo8DXM-kORWyTD6wls4CxcvKg2ySNecH6OyxElg,1,neutral,"Não sei o que acontece, tiro a foto e aparece que não está disponível para esse documento, se foi o contador que me indicou o link faço tudo certinho e não consigo como vou receber se tá tão burocrático?"
gp:AOqpTOEJrH_JjgSWY2km_DjjRxox1yGO7tCTogkw0VphdoLlChuKI4-uJ6HIvO-mUpTXNMVPDlL1xC-WfCyjRA,0,positive,Olá gostaria de saber como faço para alterar meu dados pois alguem entrou com meu cpf e agora nao consigo recuperar minha senha pq colocaram o número de outra pessoa e o e-mail tem como mim ajudar?
gp:AOqpTOEhs5dL5qhw9j0WKnuBP7jnSLr9ZhhgqEWB40Kf0QbB7fe2dmJ7NTfzC_sNPIlSdG0_uVZPwasdd0nyQA,1,negative,Não consegui acessar o aplicativo quando coloco o celular pra ler o cód informa erro.
gp:AOqpTOHxbCOhL2_Zslpa07x7wRLRkCY-u0sSDuCQkSpRLZg1hIAxp234T9JkyLNSx9CpdyDg34KYu38cCV_sVA,1,neutral,Não consigo entrar na minha conta não tem como entrar de outra forma?
gp:AOqpTOGCpmAsI9cYj3Wvtcy-KyTi9FFMKoLP2Mr5rUDQqa4YLIxR_kfx72FjRLNjlE0zz9GH4hvGCjaM1HiLTg,0,negative,"Horrível, não cumpre nada do prometido."
gp:AOqpTOHbvpUHNGm5OYTiV1fqsWHhtzjr1_1oAd5Ii9cws1FbSzxEENeW5jEwy7ztegK5NizmYzCbWwAyOwyp0A,1,negative,"Horrível , não consigo acessar , sempre pede uma foto como prova de vida , quando tiro a foto , fala q não tem biometria"
gp:AOqpTOGQbrKOGmVRiP5gnyntWJFQN3FhFjcpOjQX3JlTS3tUel14aPzNgAZeiodDdnrLmgr1ZJu-lhQfoAut-A,1,negative,"Pessimo... É preciso chamar a imprensa pra fazer uma queixa sobre isso,essa maquina parece da a mesma resposta para todos os usuarios. Joga isso na tv meu povo."
gp:AOqpTOFGZpmUBroNq3K68t8ALscz8L0G34HW3D3ed0wreG7P0IxKHBPoGp7tdvs_Tjs97YuYXqihCbRG7dG8tQ,0,neutral,Diz que já tenho cadastro.
gp:AOqpTOHNnK1sC-EKASEWi5fB0KHS4Qx0RX9g3RvHog8Y7Mk8nZHqMvh257ObgW9KK6bnX6gEVUOwL6zDh0Ptsw,1,neutral,o reconhecimento facial não funciona
gp:AOqpTOHTEO1z2o4lye9LQzmsIPByxRUoDXFMAAF4akeAyc8YYwTYy4z9WoWgynobQdwtNShw_cxmQDrxMDXopA,1,neutral,"Não consigo acessar, não lembro a senha"
gp:AOqpTOF7MWMYOTMEIaa0O_QTLhPIgrJ3PniHdTr37i4raYYrmxmzcC7AUEKQ6f2pS7B-jUbww9vafA3fw9Dk2A,0,negative,Horrivel
gp:AOqpTOEOAJt21sPdJJdbs50b1PewA4UTk68FphJhZKjBlpIyppj3iIug2_UrAnSf2gAeQchb3ZUyj3A3mL8FyA,1,neutral,A pessoa tem um cadastro e depois não sai da biometria
gp:AOqpTOG9KAw8pd1bk9SAiCG427z_uVCb_TJB-ihNXjxPisN04fqfid59zECvsvcaIUtVWDxcPpANNdEebUsEtQ,0,neutral,Hh
gp:AOqpTOEmhvarDkCoCfNQu-lfNPAwf4Z5TsoSTiYAy7g-5EMe5jZRiy8J5K1RgZONAqQfaBlrkzxAxjVGbN097Q,0,neutral,Cláudio Faustino da Silva
gp:AOqpTOHJg5LBK8-XjH_pYr1cfZZYS6DCE2Ga-vDAGiqHd2ZyjcR_Cb-cxu2FEvpHe26FUvxpyjqWDCmInjwuiA,0,neutral,Média
gp:AOqpTOGgQvdGPTHDcV2XbOZDDFsjlsFPPAyT9V0SDbGSxlqHx0Le2yiB-JPcQnawUHoZ913yQoTPSAiLaAPQvg,0,positive,"Não consigo receber a senha no meu e-mail, fiz pelo cpf, nao tenho conta, ou cnh, como consigo receber essa senha ? Ajuda ae, se não conseguir isso não farei o enem ..."
gp:AOqpTOEPadPaTJMtXGqT5y8NjNa2OvtUI0FiXy-rraxaS1Rb3dBDLC8ApDLXFW83BL7MThPnlgGdzuUmxBITkw,0,negative,Só dei uma estrela porque não posso dar 0 muito ruim já fiz várias tentativas pra recuperar minha senha mais só dá erro
gp:AOqpTOFsgS73VSaCRL5sDorzge-Ux0tYCYLhthkMqVnKbeYw-N5QQFsxJ-VADCdmci3c8zFHRhvHu_rIuK24HQ,0,positive,Na hora de fazer a prova de vida pela câmera ele manda virar para direita para esquerda centralizar o rosto sorrir fechar os olhos e no final não da certo aplicativo muito ruim
gp:AOqpTOFAxO3zsLuazTPto06pm0TJ5RTkQi-dYoZnYgvaHYbzEb7SynTuFKIQTZHRpuarGrOmmNh41eoZVFsbcg,0,negative,"Muito ruim, não consigo de nemhuma forma recupera minha senha, fezeram atualizações que esta prejudicando muitas pessoas."
gp:AOqpTOHBmFXVk_mhhzX06ueQ192_hKiyNfHCsyxvJ551b1dr7DaC9xqinpEhv_ZeH1l_UV0gNnB7PaBAbCAZtA,0,negative,Péssimo prova de vida aff não tem tempo suiciente
gp:AOqpTOGeOwf0U-oVrvi7H--KCifThrufVklcwB9CqrCjF2a8bpYGq2g0JE2cKuEmd2RgbB7ZlGuzHE-U37Ct4A,0,neutral,Lixo
gp:AOqpTOEdRbEx1iuJ-gLLSAefgfn7shLH_z24GK0R66rDEFdUndcCI0tewByh0jmLA15Ki_zsH44qIMg1uJ4A8Q,0,positive,uma boa responsabilidade...
gp:AOqpTOGLCk7H7peGm_zornuxakH7omyJTaJ2Hlvr8YriSZye49JiUn1ZXKO1s0d0zwud0x3SREFM8c7z_JjWXQ,0,negative,"Muito ruim o sistema fica pedindo pra centralizar o rosto, virar pra direita mas não dá nenhum resultado positivo... Não consegui acessar por causa desta besteira de foto que não consegui acertar... Desisntalei porque não presta"
gp:AOqpTOGvl353B9ZhTZkAVDIN2Cv_3I1kuIMg3PZ_tb2RslcvyLOTso84-xMF68JN4l25CEkgGz4AjHN4_1y4sQ,1,negative,"Inutil, Não vonsigo fazer a conta para ver meu acompanhamento no ENEM pois diz que meu CPF já foi cadastrado, sendo que o numero para recuperação de senha é completamente desconhecido, alem de não possuir habilitação para o reconhecimento facial 😡😡😡😡"
gp:AOqpTOEIqy2Jc35JKsf5-28vBoLwMdxw20rGvGSHUYDj7EL_aDLV_vDmh_o-6SOS3Ns2tTyYgPffxXslTwzB4w,0,positive,"Boa tarde, tem alguém que está usando meus dados, quando coloco meu CPF, informa que já possui cadastro, porém o email e número eu desconheço, até mesmo o número está com outro DDD diferente do meu, quando coloco pra recuperar senha, as alternativas, e-mail, número são destintos do meu, não conheço o e-mail e nem número que está cadastrado."
gp:AOqpTOExNppizY8UtlBfHmIavoD6gh8GyMVgP_zweFfzR7qbKe_Omap5Ns2MTafXG2qmmMeIlRydsuA3CV5BlA,1,negative,"App não dá acesso ao login,depois que instalei esse aplicativo,o mesmo bloqueou todas as plataformas de acesso,sem contar que não atualiza!"
gp:AOqpTOGe7l55TzBonOTUvTfo8zFMRw3aZ1I5oxpL--C_VLp5KgvpMyKUfVJg6oxuFDuGki3ZFq02O8wR--gcqQ,1,positive,"Por favor, me ajuda!! Eu preciso entrar pra ver minha inscrição se foi aceita e não consigo. Diz q já fiz cadastro, mas a última vez q fiz Enem foi em 2015 e nem lembro o e-mail e muito menos a senha que coloquei. Como faço???"
gp:AOqpTOFNdPhBfyR0UJALB0LU9drIgZkwKHNEMZYiafQF0kABS1BsU4WEa9If33WOUxh6Cekb1NhNTo_ir036Pg,0,negative,Este aplicativo é péssimo dos péssimo. ...
gp:AOqpTOGdEHQ9N321eHkHVbCHY2JlQUBc5yePi7VIY6zDR9klhETbl7J6WJpv6GMsjLGtH75DsVTd9TS7QvMhgg,0,negative,Esse aplicativo é muito péssimo ele e muito ruim
gp:AOqpTOECxbOWQpSSisAMu9feY5pCe59IEhyRC5jm19ZJ7yQ7-1_X4HCKEk9a-DHuZBJQCEfiY7729e7JForXDQ,0,neutral,motorista categoria D
gp:AOqpTOFZS4O8HfiBl4yNyoKLxiOXPWGRAANLJQZt9DWNxVle-lQHPFUaaQouKuNLUJsCNfx_faX05IvY6eHwdw,0,negative,"Péssimo! Diz nesse aplicativo que já sou cadrastada, acontece que não sou, coloco meu cpf e pede senha, coloco senha e diz que ta inválida, tento recuperar a senha e aparece um e-mail que não é o meu, ou seja, um cadrastro que eu não fiz com e-mail que não é meu, resumindo, não consigo acesso a a minha conta pq segundo o aplicativo eu já sou cadastrada... como vou conseguir entrar ? Misericórdia!"
gp:AOqpTOEg5so4pGTW5SsSnMQLXnUjs5M7MeiWYwNHN__RrjGGxqspMsb5fhFpSsz8clq6Eyovs3NvMNBNUVl3hQ,1,negative,"Estou com o mesmo problema, diz que já tem cadastro, mas eu nunca entrei no site"
gp:AOqpTOGYRxgqlppw5Q1vTPK36kkSudbk8d6i1XKr1gRKZQ_TCl9b-Lad0q1EgeywxuI-AkNznzukQasWpr-2QQ,0,negative,"Não tem a opção e-mail para recuperar a senha e a conta! E por que vocês ficam mandando link de ajuda que mostra a imagem do e-mail?? Coloquem a opção e-mail! Parem de dificultar as coisas, isso é vergonhoso!"
gp:AOqpTOHM2RqY_yt85m2OIbzX4OSBBm4-2WOpFbZeNb_VXTfvqANk_u6rNiMhA5LB5ICpUv7V6C960X2uO95o1g,1,neutral,"Como faço pra acessar minha conta, se não conseguir muda minha senha pelo email, pq não aparece a opção? Tanto pela página, quando no app"
gp:AOqpTOFvw_sdtD2rr4iKe-wTnf4V1pL2Xp5l4nueFA2nwErdHvQLQcb_nhQnBQAj63GLvGAdG6pKOIe4byopJg,0,positive,Muito bom Ótimo
gp:AOqpTOEm4ojHrPVJU9ZsLNHXKcYyZJ0aa_l0ch2fKcsfal9tEp0Uw8gYu9S4S1pNM_lu9VGeU4qbtwo1wpAGtA,1,negative,"Aplicativo péssimo em todos os sentidos, principalmente no acesso. Desisto!"
gp:AOqpTOGFK1lZDwTiPKe8c-kRHeT2fj8aRxx2V3rLBainPbJO-MIJ6kmN1HDpfgR5cJ2pgq8hZpQfasYgLLNg1A,0,negative,"Péssimo, diz que eu ja tenho conta, sendo que nunca fiz nenhuma. Pede senha, e nem tem como recuperar. Encaminhar pra baixar outros app e da na mesma"
gp:AOqpTOFwmO8RbsUpSCqeML4OZ1_7RujOr-rP9T4NkvkttvO22U6Dco8PhrJQ91Kue68VJcH2Narnqj-LuRmybg,1,neutral,Não consigo fazer o cadastro facial.
gp:AOqpTOEjTY7qu7VvbViAAMs0ynhX1DkpiVLmUdI3IA2v8KJBavcHPMXd577XM9DCk3FQuDK2xN8rAIDn4Qq_AA,0,negative,Meu cadastro do seguro desemprego
gp:AOqpTOEqtzZDbJr2ZjY2WGOhiQ0dHrGH8CX7YlgquUazJZJe-DQQyBfUGCEA1T9RBSnxyNfLQyvOC7sZ2Rlckg,0,neutral,Vou testar depois dou mas *
gp:AOqpTOGxVtgHq4NRuQF9hoQy1FSfh0zwsbEum2KT7GNNk2hav5DSeTa8GgaUPj-widPxQrKvEr1HPsYYYTgCAw,1,positive,"Tava tudo certo, eu entrava tudo tranquilo, aí pediu verificação facial, o que eu não lembro ter feito, porém sempre diz que não confere os dados ( a foto enviada não é a mesma da foto de comparação), como faço pra resolver? Obrigado"
gp:AOqpTOHJcgeEZuONJPGNFPmC1Er4fg_4wLJN7YT0ULVwi-mCZOMA0MualVYvEHtDqkxKhvJw6wx-mt7UR-LWOw,0,negative,"Não consigo acesso ao gov.br,não lembro a senha no site não consegue fazer atualização de senha pois fala que vai enviar um link pra alterar mais nunca chega o link quero realizar cadastro no Enem não consigo pk meus dados estão desatualizados e não tem como atualizar"
gp:AOqpTOGrN8bLiYJyD9PyuqIO3KNZLqJ2KTNUF8Qw68BV4Nk87e0gQNDwF-zuDXFY3XaCTpEB_zMgOqvyFf-OHQ,1,negative,"O Aplicativo e o site são inúteis. Não funciona. O desenvolvedor não sabe colocar para funcionar um simples aplicativo. E a resposta é sempre a mesma. ""Verificar as orientações na FAQ para dúvidas..."" Isso, todos sabemos o problema que nada do que se diz lá é funcional."
gp:AOqpTOE7dEWSVfw3G7lE6Saf8kE14YmCv2qB4W8p6fPWCn6gX2XA8UsUBoMxeiyLdHzE8czIKXh5jFAqMbPEZQ,1,positive,"Estou passando por um probelma que parece que não vai se resolver, coloco minha senha e diz está inválida, sendo q nn está, o email já não consigo acesso e entro no FAQ pra tentar resolver e ele só faz me redirecionar ao mesmo site,sem nenhum tipo de ajuda"
gp:AOqpTOHB9r5A3toJzRHt9991aoWzvpbGIAQ10M3ORQI12a4Nvm7G-M0ugVcfsEBMCJ1gVE2DPHuOVXGxOqptbQ,0,neutral,Lixo
gp:AOqpTOHZfjJbOfiFk9gvNoigQXoKHRNtIWWYlycYjIaRuAumLU967CMWQyAG1_ljEn9XwjMDgjsLaFiy3Cg4CQ,0,positive,Excelente
gp:AOqpTOFUDLIemtY6jp2p3AqCKv-ANzpGkPemxWdQBNfa4Xrcr0yxoMZZO0AOHZt-LoTT2jWSZlAGoHty46xlug,0,positive,Bom
gp:AOqpTOFIvvlvxHXlFGVcqU7idW8eXO1LXnNycgcjmEicL1VjMoyTRZGZ6kJIplzyQNSVdZ-UrBrCdHztSM_6WQ,1,neutral,Esse identificador facial não funciona corretamente
gp:AOqpTOGCAu9M166-MbVWhpmNh8LagaNeva-mS5aY-VQU_KQYAAvHV-NbR3gK1xl7X7Or2zMzugajQHEzMIr-UA,0,positive,Top
gp:AOqpTOGSpcvyGJOVX57EVrApGKiHkModFJ106CeSDPk_Az8TQ7hKkYBZkPYy4g61o_bdA_XBQhbr3FQaZEtZsg,0,neutral,Sem profissão
gp:AOqpTOHU2y2nJdeikf9C2go5j0FTeUvNF-5bRPVK1Rr1dXnwB9C2IVagoHzKe6fzvM-RR0pQ6rqsppsMcZXTkw,1,negative,"Quero falar com alguem responsável desse app ,é inadimissível que se ja tenha cadastro em um site no qual nem tinha acessado antes,fui baixar a carteira digital do meu esposo e la ja consta o cadastro,como assim? Que foi que fez? E outra no meu que eu fiz,foi todo um processo de cadastro e tem como eu recuperar minha senha através do meu telefone e no dele so da opção de bancos que ele nunca nem entrou na vida,agora me explica como isso é possivel? Quero saber como solucionar,de preferencia hj"
gp:AOqpTOG-l7C81LSpt9e3alefhh9wmhAl7hCtrPaKQK-am1PrO1Uhjtn8DqPWfNJox8NHPGWqsA1fHCQgNH_MXw,1,negative,"Esse aplicativo está com sérios problemas para realizar a recuperação de senha. Primeiramente, que não está aparecendo a opção de recuperação de senha por e-mail, ou sms mais, limitando a recuperação de senha para quem utiliza internet banking dos bancos disponíveis e para quem tem CNH. Recuperar a senha por confirmação de dados previdenciários está bugado, Estou tentando recuperar a senha de acesso da minha mãe, há dias sem sucesso, pois ela não usa internet banking, nem CNH."
gp:AOqpTOGfaSA0KubAN-HYxvdY1sZoNp7IKXxYGtorbOWLp-kf-xfcAB46ogSFSRx8YYf3ycco25XsChi6qwgqdQ,0,negative,Totalmente sem sentido nesse momento
gp:AOqpTOFiPgONTLT35uLMRBHuLBEXykFKOsEs-4Cn8o-psCW5aJpEi2IQEHzrAPy_QFNURlBsY92NMWqGi_hLng,0,neutral,Amo
gp:AOqpTOEzw2IFL28yGytXBnfBLe4A7Ylh2FiSWlH865sgy47x_7TAPG0V4LOBQLaWMxwhyTY8g9852a4YPRh_Eg,0,positive,Muito legal
gp:AOqpTOHIw-FTQktc7enghhuaoMiTHOzpn6ZNZ8ZKKnfHvp7Ad_VXbeWA6ZxCltioRxfQ7UsZTgxCBfdNmLO3ew,1,neutral,A parte ds prova de vida do app nao funciona nunca consegui entrar mesmo fazendo tudo que pede no app
gp:AOqpTOEoYIp6_deJFrC5HbAaf0Cm_GtgDqNTnzFtKD1Od8KMOQL4vtnpb61v3bYHAefS33itUYZW6CqioMHxqg,1,positive,"A ideia do App e ótima, mais o execução dele e péssima, quando mando pra validação de biometria o mesmo retorna dizendo não tenho nenhum tipo de cadastro biométrico junto ao governo. Então que dizer que meu passaporte biométrico não é emitido pelo governo brasileiro? Ou ainda meu Título eleitoral com biometria coletada não serviu pra nada? Espero que melhorem esse App, há muitos serviços que a população pode ter acesso através dessa plataforma."
gp:AOqpTOGoku7D5G74lQyV86tR4SUvRas5vXILa4oe9lUX0oszpRm33TgRS_I0a2E4dBbsMi47eYNoiqhAenigOQ,0,neutral,Nota 10
gp:AOqpTOHiBGvbQsKAwu0ivHvQ8BHR1zG6hanT_-6-DkeNZt-wegkt2bFedMVZ-uqZqfgWFWXY68oavADIsUDnYA,1,negative,"Péssima, não consigo recuperar minha senha do enem e nem o e-mail, que eu nem sei qual está lá. Não tem nenhuma opção de recuperar por meio do celular ou de outro e-mail. Péssimo!"
gp:AOqpTOEAQsDzz7eQSpegLhsbfxsN7vnES1FHDuWaStBIJu-GUKlgwn_BdJQvGVE_kmh8LDlI1r5G-YiW7zDz3Q,1,neutral,"o app pede pra eu fazer login, registra meu rosto na hora de verificar a pessoa, porém diz que n encontra nada cadastrada com essa biometria, e não consigo usar por esse motivo"
gp:AOqpTOHWUV5AVgTpGPk1J8aTVHPPN7WBvSQaulL7uA8FMnR_S67UdTSzLzh1du6Rc7CO8N4JAIejxeJjrHYKjQ,1,negative,Eu não tenho mais email cadastrado no Enem . Perdi a senha. Mudei email num consigo entrar em lugar nenhum. Fiz inscrição no Enem esse ano. Tô inscrita para onde envio email? Me ajudem. Não posso baixar o App. Internet acabando.
gp:AOqpTOEa6P6vUjHiEcvCyCvdE9lz4cVmrKQIisO59YD9do-z3eQFSN4SVw1iDJqvP_bfvoMRnGMnIujnK1Z92A,1,negative,E um lixo esse aplicativo nao abri a validaçao facial por nada desse mundo
gp:AOqpTOHp9E1FQFzFLId9EK8OIm0_OKTbWPmI9zu82pvrY2rMp1LFQX7tAE6rzlw1J_w2q3Fx3TYUskMBbAuJ0g,1,positive,"Diz que não reconhecer na base de dados biométricos, precisa aprimorar mais esse App e corrigir os erros!"
gp:AOqpTOFywIXccVhHx8PNN0Q5KcN5GXKGKJg2Wr0P7QUDDaX_EBhuoPCd0M2UrIkn-YL_e_WsyAdMb47J9_vv3Q,1,negative,Péssimo a dias tento usar e consta que eu já tenho uma conta pediu uma senha temporária que eu nem sei que senha é horrível vou perde de fazer o enem por causa desse aplicativo horrível que nem opções de redefinir a senha tem
gp:AOqpTOHn51YGSWC3HRcqU8iz8BlZPo4sOImRh38ZY5L9KAfmBbptkMZgLP5g7k7gGhZNqQZ6QluLQBYSDNWdLA,1,positive,"Mau uso do dinheiro público. Não sei o que pretendiam ao lançar um App tão imaturo, por favor voltem pra prancheta e parem de pedir pro suporte dar respostas genéricas que não resolvem os nossos problemas. Minha biometria só não funciona nele, precisa melhor muito pra ser considerado ruim."
gp:AOqpTOHSuC8Kvxq9XXUU5X1RwraeiB7B7Cc_be3InuDpdxaCL2P188oD80KVErG03oHMfHT_T8PfWnl7eW94PA,1,positive,"Perdi o acesso ao meu e-mail e também esqueci minha senha de acesso ao Enem. Se eu fizer meu cadastro nesse meu gov.br consigo recuperar? Grata se responderem. Caso eu consiga, ou respondam dou mais estrelas"
gp:AOqpTOHQeHiuExCocyy_CYWBkCCWnKoOYZitqkr4KXS8fS7vCMAKUi7YAUeqlDzXqAPNaUDC0eSTWAy0AYV_-A,1,neutral,Nao consigo recuperar a senha que aplicativo complicado
gp:AOqpTOGriybFgRpoFcAJdwtKMHpCt3QMBXCpGdHvmvVugurRh2uMQXnAx64mYVmLvi_zIAoMPv_OfI4Vr354OQ,0,negative,"Só serve eu seu tiver CNH , aplicativo inútil ."
gp:AOqpTOEcdkv7X7DjYNvNDWKhQGIZyJKeThc2xtpxUExV-4VSxM0oO6PTg7OxkGiR6RA7zVSKDJ9aE3AhYUMKzA,0,neutral,"Não consigo me cadastrar,já faz quase 1 semana que estou tentando,fala que eu já sou cadastrado,sendo que nunca me cadastrei, quando tento redefeniir me apresenta um email que eu nunca vi será que tem alguém se passando por mim????"
gp:AOqpTOHlIMjIHOzfWFbAZMR3yCrBP6HPwfOohSiCOvRjmQNnPW6PiUS_mYRQlyHHbnyZPCT8RsbcWwrVi6WFig,1,negative,"Quero recuperar minha senha, mas não tenho mais acesso ao email cadastrado. O que eu faço?"
gp:AOqpTOGerrLcJFwd6kUjXM4aplfQKwB3ujHVk6HSoDkiKtaQlckA4Kcyjc7fvgl8tBRt58lJcyCanDyeIcWtiQ,0,positive,Boa tarde ? Muito anúncio O app é excelente.
gp:AOqpTOFDcCPSGPlH1QQ3Dpm9J7MTAOmwcTiHU0M1XzJn3ClqEY6z-bxMHlCvhhSW1na-q0viPamrFWeTSjmvUg,1,negative,Muito ruim e dificultoso para entrar neste AP
gp:AOqpTOFQ3ST0bnQ0Vpa9v21NDH7Hwyy1JsgEOPXn_dPuFwCJ_t6zhGeX7-GKXRQWYBwA7DOkmDbwiXlQgT1JWg,1,negative,"Muito pessimo, não consigo entra, faz duas semanas que eu tento redefinir minha senha é não consigo. Ja tentei todo tipo de site que ele manda ja fiz tudo é não conseguir redefinir minha senha para eu poder gerar o boleto do enem, ai eu vou peder esse ano por culpa de vocês."
gp:AOqpTOFgwwe6S-sYI6whuPRba1iJCjy3oxyQyJuvEpHygPM2je5gAVHky7ysnIU18jiq121xE4OBk_5Xa5QEcw,1,neutral,Não consigo acessar
gp:AOqpTOHAMcJWexjnK3xcsYUpGvCKwNc9IU3LJ7rxPIwxMsgrgkFnZdv2x_1kzRboZH4hsBv9UcY_YUmdJVvFeA,1,negative,"App horrível, infelizmente não consigo registrar minha captura de imagem facial não sei por que (burocrático demais, tudo isso para gerar uma senha, para poder acompanhar o Enem )"
gp:AOqpTOE370HK4ezXvbTjsBNL-mC61Z_8d_HDYY08s11Huy7uQ1CeucpOc7GNT0zR8PSRZFeAAnpoKVNpIq6xeQ,1,positive,Excelente!!! Baixei o app para recuperar a senha ppr leitura facial e deu certo! resolveu meu problema e foi fácil de usar. recomendo!
gp:AOqpTOFZ83VfsWSmI9AnrNr7kbigbllYLfNqSFrkGJLPQQ5lj2hFUlUV69EyQLp8O-wPl3wolG_8T7Ks8TZ8Tg,0,positive,O meu ta aprecento um número que nem meu e pra mim recebe o código num sei como vo troca a minha senha desse jeito
gp:AOqpTOEVpwUc36fV7d43cKuKJYF-4e__yIbpQL7Ef1SeNWk3bH7OtRV72X-SMVmBx_zo7c21sIJjtTnlKq3tUA,1,positive,Bem eu estou com muita dificuldade de criar um login neste app tentei pelo meu cpf nao deu fui ate no cite e a mesma coisa nao da em nada sem o logim meu gov.br nao tem como usar o app do sine facil arruma a e os erros de logim
gp:AOqpTOFDiNdXa-_yqNzRG48-6EW4MzXt9TBbLQc5TnBvy5K5n5x1-0CPQU8swGd-lH8HSGRPHgzng5WK2kkqxw,0,negative,O App e o site está com problemas na parte de recuperar senha.
gp:AOqpTOGVBLBn7vaBFgQg33KslnpiD3O5kvd_QFc82ovp7VBL01LNHcBGZIE2-A6_o174BhqWTgRfQRZFFSHplg,1,negative,Eu não consigo recuperar minha senha. Tanto o aplicativo quando o site estão com sérios problemas em relação a isto
gp:AOqpTOHvFBwHMgxDYzV1QL6lBVK3efSTl3dokGeO8YoJ6D4RADeJBBL8Gn5Py4EkruvsorqBpAfyCq5yVau5-g,1,negative,"Estou tentando acessar o App, o mesmo informa que o usuário ou senha estão inválidos, sendo que sempre acessa e nunca existiu este problema, já tentei refazer cadastro, informa que já possuo o cadastro, já redefini minha senha e continua a mensagem usuário ou senha inválidos, gostaria de uma resposta, é algum problema no App, pois já estou preocupado, quero acessar outras plataformas do governo e não consigo por causa, aguardando um retorno com previdade."
gp:AOqpTOH3vBDyyzT1WBkESxse2wXnyYgrvdj3d73xMvoBq5a0RE2AjEI6DupPHE56hTx3SvsgMHZK-bXxiDI1Yg,1,negative,"Péssima. Não consigo há duas semanas, tirar a minha foto, para eu seguir em frente, e concluir o meu gov.br"
gp:AOqpTOHMpvB6_dPT9oSPzgpsX9qo4brBAnhD5fEpclXWf0HPJUJ38Ns-fRyfHmS6oxJO0RSodCS-UJD8KXx5Rw,1,negative,"Como consigo recuperar a senha se o número de celular não está atualizado, onde atualizo cadastro? Porque no app não ajuda em nada"
gp:AOqpTOHXQdGGVk5AHBLJ6q1QHbEraJyoFbYe5jXSm3l27RoJvszW9ewTVpVNuy2vH6QqmAVQXjH7kITppCqUrw,1,positive,"HORRÍVEL. Impossível a recuperação de senha. Não funciona nem a antiga nem a nova. Qualquer uma delas diz que ""os dados estão inválidos"", o que não pode ser verdade porque recebo toda vez a confirmação de e-mail declarando que a nova senha foi cadastrada com sucesso. Por causa desse serviço mal-feito não consigo fazer inscrição pro ENEM nem verificar Carteira de Trabalho digital, com alteração no emprego. O suporte também não funciona. Já tentei de tudo e estou jogado às traças até hoje!"
gp:AOqpTOEuuoynT-PaEWALAx0o9XbuQotGOKvHF4rWQ65gzXpGVUoWrKadtpur7JdHC3rrefvsfd1YYbVuzVk7WA,1,negative,"App péssimo, já faz mais de uma hora que tentou redefinir minha senha e não consigo."
gp:AOqpTOGU5Ma-sZzUVBl1obFmCZAAf4BMSfcAo93oGfVuLojBna64BxlZxK5ESEc6GGh3VeIQJqSNeEK-MSRahw,0,positive,Bom.
gp:AOqpTOGnVFdIbCMIMSaxatH_BUhgNWAJnkcpHVXYixhI1EnjO6mlPaXCtuZQYEsGIRQYMo6OyW0Fa5282siYaA,0,negative,Péssima.
gp:AOqpTOF2Pw8wNAHZYr4YGR_WL-mBN-vByADe0qfx35eq4PDKPYQLHDCa2Cnil3EFt0KeyPKa92NwP7-rwQxdRw,1,negative,"Esse aplicativo é horrível não só o app, mas a plataforma toda desse gov.br. minha Irmã não está coseguindo fazer a senha pra acessar a inscrição do enem dá que ela já tem a senha sendo que ainda nem criou. E pra recuperar aparece a opção só de banco. Aí onde ensina como recuperar aparece a opção de recuperar por email e sms. Mas nas opções não tem essas só de banco, inss. Muito bagunçado e mal explicado. No ano passado não tinha nada disso tudo era por email ou celular. Bem mais fácil."
gp:AOqpTOFv7wgUGHHLdMKbKo6TJnjE5N_b_jJ5cFuzdVuKiV58847ExRyMGlqbpf2w9hgLbFipWM2Vbt87CKtftQ,1,negative,"Péssimo! Tentativa de recuperação de senha, SMS que nunca chega! Não oferece outras opções mais fáceis e práticas de recuperação de senha. Em muitos casos, os candidatos do ENEM não conseguem acessar a página do participante para acompanhar a inscrição ou até mesmo alterar dados e pagar boletos. Isso é uma falta de preocupação com o povo! Apenas para acrescentar, as opções de recuperação de senha não funcionam."
gp:AOqpTOEWowbX8cEOmUlJUruRnXIveWWKDS0BdYqt_rdG45M2H0ufWRfJHjItYTzQjnPMZoxy6f5X5nbVRqnKEQ,0,neutral,Meu CPF da que já existe e nao consigo entrar o cadrasto do Enem que pediu pra entrar aqui no App
