Date,ID,Score,Text,User Name,Version,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,is_usability,is_classified,,
2020-06-17,gp:AOqpTOFZtaBX9jVmoxDbJ-qC3-ZlaZnfnYxApBPgpPkdiBcS26ld2pYTJhLE81VU7lMaVb7I2gsZYL08XKUiFQ,1.0,"Péssima experiência, tecnologia ruim de reconhecimento facial, não comporta biometria",David Palácio,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-17,gp:AOqpTOH6P6JbEG7m6qrULeMch_-T2HzBsXMbCyDzT2K-CX0JXIrKnfBANRYcCZneg-VkFk4w-6kIXZqJU-P4DA,1.0,Identifiçaçao biometrica pessima,talita carvalho,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-17,gp:AOqpTOFw3ReQ676vOMyjA-ih_pxBX-SeEZA5zTRQgSRdTuwbrRJXjyCEA6T6HS5ZtsjIIn6DXb9vU_4MhAE29A,1.0,Péssimo só isso,Fátima Rodrigues,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-17,gp:AOqpTOH-ynHXLjxBOV_L6PL0Q_nnE-tYgRdf6Kdlf3gRv2TJEEFCW7ErxRv0WWA4MhuiJFcC4uGnvcvUdO2hdQ,1.0,"Péssimo, trava, da que ja existe conta que nunca foi feita, não consegue redefinir senha",MARIANE BARBOSA Mari,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-17,gp:AOqpTOHm6RqV_fCkA3Bf2G_1K62j17Mork8fP1aaBocb1DW47mMPpzPoCawEo4g2-OUqYd4l1b4RC5x-A_mW4g,1.0,Péssimo não atende por aquilo que ae espera não lê código de qrcode nem avança para recuperação de senha experiência horrível.,Eduardo Oliveira,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-17,gp:AOqpTOHVkhKC6teemyq4XeO1ntwBYLB-K7yueNQu8J17XdlHVh0gpaYp3O0YKG5nmTkZcd0XsgaOwKeiR_wNdg,1.0,"Eu baixei esse app, pq não conseguir recadastrar no Faq e vcs mandam agente ir lá de novo, e agora oque fazer se não consiguimos lá e nem aqui???? E lá não aparece mas a opção de e-mail pq ??",Daniel Viana,1.1.2002,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-06-16,gp:AOqpTOGHedUVILyYqAWhOhO3LwU4SeMwCg1uUIJ1oUP9_jBzwrnsxm3syJhFPIKh1J2mNbc8k1Ap-W3wt5SYzw,1.0,"Horrível. Estou tentando me cadastrar, e só dá que já estou cadastrado. E nem ajuda a recuperar senha. Se alguém souber como recuperar senha, favor me ajudar. Obrigado.",Cristian Silva,1.1.2002,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-06-16,gp:AOqpTOH_eq_mYDFRiVIfYWkOFkMNymIYwF-VlHCCZyi10b8gyfMjXBjUrOWh8RrMPuHD4C2RycmXoqD_pfqjWw,1.0,"Horrível, não abre, coloco a senha diz que é incorreta, troco e mesmo assim não consigo acessar. Horrível!",Carlos Fabiano,1.1.2002,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-06-16,gp:AOqpTOGXd9TInbsAQGfsJyI4tjNXHUQYa_aMdjoylvNzW2fsvnXNEnw45qBwwjS5FJsehwsZ9NtwdY3nZvPunQ,1.0,Parou de funcionar . Não aceita a senha é nem permite a reemisao. Aparece a descrição: erro internal server Favor corrigir!,Bruno de Jesus,1.1.2002,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-06-16,gp:AOqpTOHcjmHNETpfjvN-bFlx9nArufp1Am8nRkGCZ7BjMEA1Q599Xn7FA7d2O6abZDge1-3LRqXbkk6LxXEwHw,1.0,"Consta que meu cpf está cadastrado mas com um email e telefone que não são meus, o sistema de recuperar senha é falho e todas as opções não leva a lugar algum, tornando impossível recuperar a conta que eu nem se quer criei. Todas as possíveis ""soluções"" para recuperar senhas não bate com as opções disponíveis.",Maria Fante,1.1.2002,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-06-16,gp:AOqpTOFXwiKjCCki4vvl-ngE7lwdNGwvTAXDfTTW9SonAGMdvWAgbrFBoA-FQNayTvtm8h28xcsKRnee7agbrQ,5.0,Parabéns pela imediata resposta! Hilariante Pitoresca Estapafúrdia Diversão garantida Não consigo parar de rir com o reconhecimento facial! Me diverte ao Lembrar! Se gravasse vídeo compartilhariam da minha alegria!,JJorge Oliveira,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-16,gp:AOqpTOGf4kIF79L2DuEKNx9RNWupaCOkKz1R2GQDt3Z_pn2sLgxXH6-LWFF0KCFBhaCejmrCRj_Lc1XhwMyBhQ,1.0,Não consigo registro facial e não consigo cancelar essa opção,Carla Danila,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-16,gp:AOqpTOELI8KunR7bciYB0QTCBCuZD3FfKgJdI4YlK0T4-D6pKZtaB86beSloRKSuWAMaSADhjtLo8K6QqETdHg,5.0,Não estou conseguindo fazer o reconhecimento facial,Antônio Silva,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-16,gp:AOqpTOHgp9CLvzOr_LSM69OOv9VPh97Kb2_Aod3eM1C06j60olq43sl4qvm7iQfWSaIpv3ZJ-AQ8TrK-7kSqmQ,1.0,Um lixo de aplicativo !!! Que vergonha. Simplesmente não funciona. Sequer consigo iniciar.,Marcelo Wiginewski,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-16,gp:AOqpTOFLYGPIJj0hqLTgSaswNAQv6TyHeu6gGq1YbqUMJrHj8olF6L8c-DxyTqiJDkEgno54hEc47ZPydRT3yQ,2.0,"Traz informações incorretas do sus, numero do cartao sus, e não permite corrigir.",Flavio Vasconcelos,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-16,gp:AOqpTOHemG3EGAThRX0-D95-fV9EG04j02KvJiWoFR0quMQbsSZmolGWo6I8F1QDSkP08voBlhSS950P5cxgVg,1.0,Poderia facilitar para trocar a senha muita burocracia para isso,I'M Zanny,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-16,gp:AOqpTOH9GBxHzWmZ2wS1PJWpQsm4UPSDJxd1nBffb4ILQI5O1SHUB2dyoZTU1yz96oOdgvPZwMrUGiCFGxgymg,1.0,Não funciona corretamente. Perda de tempo. Só serve para estressar o cidadão. Trava sempre que vai fazer o reconhecimento facial.,Joseane Silva,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-16,gp:AOqpTOH6W3ZzFUmWvyK6XWRgl69YSE2d--K8DiZIpzMOqaKAddNNSfj_O1Er7NeGNpptLF_PhTfyQbxnGOScqQ,2.0,Optei pelo leitura facial mais não tenho CNH fiz a leitura mais diz que não consta para esse documento oque eu faço,Luderline Gomes,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-16,gp:AOqpTOG6mciF3aQrP6o8IX3mUY9FrD4p0jLKB5TQ21qeTLneWtjuheSYQSXDXs4IARRtw9CDObX3JGJi2s4M5Q,1.0,Não consigo alterar foto.,Lamara Pimenta,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-15,gp:AOqpTOHeJCtPqukYzk5BrnYWodk5u6_1-N1c3ba8OfPHnBBxbt-SC0_xUo2FJS3v8bBj1nTpDyQa5Bca99qpZg,5.0,Excelente,Luzinete Da Conceicao Dos Santos,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-15,gp:AOqpTOGtFeGleSuBGO7J2-LkfApYVTCwreQ6DFYzcHvM2nJrAdKkzqssyd2_9UaoUKLq69MP5cI4bk3J06xTig,1.0,Muito complicado!!!! Afff,Isac Braz,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-15,gp:AOqpTOHsBth3qOZmrPE_dotliVWjDvZqK13ZLdXFslMmevibka2XkFKuh9EYJJSg5L8UDVlm11oLDVRhHdzDDg,1.0,Como sempre mais um aplicativo que da trabalho em vez de resolver os problemas,Marcelo Nunes,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-15,gp:AOqpTOFkuWmcqDzkylTykhgexmy8BXmNgSmF-1Ci1YfEL6H5YcAoBnX2uVf6TrwB1UFxbKR_AKYqIbc6nRGrxg,4.0,Achei um pouco difícil para minha idade,Laiz de souza,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-15,gp:AOqpTOHkd4GuM79i8YD_P6JBZM-xc8Lvfpi-uM3rV5wPVlGcTD-Y8XFWkUFijdqQpjHp0--L9FL1xPCtRn1i6w,2.0,"Não consigo entrar no aplicativo, pois diz pra eu digitar minha senha mas nunca fiz senha alguma, daí tento recuperar senha mas não consigo pois o número de telefone pra qual será enviada a mensagem de recuperação de senha não é o meu número. Aí fica difícil viu. 😒. Achei péssimo pois não consigo acessar de forma alguma.",Regine de Mendonça Leal,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-06-15,gp:AOqpTOFiFG9ZMwhhZN5_aFPujfewdBcZ_GgWUeHHRWoa-3feChT50cvt3Tpav3hrFjIf1liR_9l_RWUPYNUXGQ,1.0,"Não consigo atualizar meu número de telefone Já tentei pelo celular e pelo computador. Pede pra atualizar o cep também. O meu cep começa com zero mas o sistema não aceita o ""0"" ele apaga. Como devo fazer? Edit: usei o gov.br no navegador",Geovana Souza Justino,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-15,gp:AOqpTOH86v8Fg39h4yjKdfsm4F3RYg7PWGGpwBg9PUabbYpBR4V-6DkBQ_AS28Z-6UJ2LLkNomZ1kxebV2dcOA,1.0,Aplicativo péssimo.,Anderson Nascimento,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-15,gp:AOqpTOFCu8X4_5qG84HZ-dufzdhsAgjJ7u7-pHKOJyoUJ83EgkIUAlGf0Cy3I80oVQ3038leOgKiECS4jbpqbA,1.0,Lamentável o péssimo funcionamento do app. A validação facial não funciona de forma alguma. Resposta de copia e cola sem retorno útil...,Bruno Kotd,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-15,gp:AOqpTOHLMVV6oX5azcj150-o8pCgklInAa6n9XEwFYMYcG6Lfp_O4QH-xdSdmDZu8hsADMx1CkTZRKwuM-TgNg,5.0,Fui orientada,Joao Gabriel,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-15,gp:AOqpTOFgdlKnCNB9S501-TiaTcCoVaQVftd1SofBqRRK71PtTW-XjW5UcKrnYx18h4xT6CKZeR5Mb9iOh7gSlQ,1.0,Não há como atualizar os dados pessoais,Wagner Leite,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-15,gp:AOqpTOHZaYmBvw9xk00if7aKnbd2DXZZnyDxADNazYh5ADa1DN_XLqJb1ktnsxed1DVGbNt9dIIKWCSaboueRQ,4.0,"Gostei bastante, apesar na dificuldade do reconhecimento facial ser chato de fazer. Fora isso esta bom",Andre Santos,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-15,gp:AOqpTOGx0i4DpjdvR8y9aepUgtoduhmP7Ze7uLIKMxv30MtV-Mjwbk_8M-niXAwuSTrCWBhFsOkCdgiXInS8ng,1.0,"É sério isso??? Não consigo entrar no aplicativo já à uma semana, porque pede uma prova de vida. Faço todo o procedimento, uma, duas, três, quatro vezes repetidos é nada. Então quer dizer que perdi tudo?? 😔😔",Tiago Félix,1.1.2002,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-06-15,gp:AOqpTOEko3ip8epVxlTIYkfHPN4MO5Sm-9h6eHxMzNahOEvzUE6G2U1UORfaFiZaE2OiAeoUsM-iyDlYhWPqyg,1.0,Nao funcionacom o rosto.,Valdemar Melo,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-15,gp:AOqpTOF7ny5cMF3rBkL0KYonywgmdO5Z-JL3Q8eJsshKMM-PPJ_7pXrSCz9Lp3dnwNW5TPc_d2RC_hxz84pokw,1.0,Não reconhece minha face .péssimo,Danieli Francis Fernandes,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-15,gp:AOqpTOF09NF_2YX_Zq3h_TfNl9orxduR-U8ktiELHuO2fym9oronGipeEQRxE8XG1efz1iChL03NUcr985WuUw,1.0,"Simplesmente ridiculo a forma de cadastro para acesso desse aplicativo chega a ser constrangedor. Excluam e depois recriem outro aplicativo. Pois isso que vocês criaram é uma piada de mal gosto, e passa a ser humilhante.",Carlos Mauricio da Silva Pinho,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-15,gp:AOqpTOGNNfD8UMtZZumE9B2RLpo-ya-NAID74aAjAUiKgKY8oFTMKnUy4vqPssBj4NAQpBtr4xHCkywbcpsXzw,1.0,"Não consigo tirar a foto tudo da erro de posição. Péssima experiência. Estou vivo, ninguém consegue tirar essa foto já tentei de todas posições possíveis. Se eu estou digitando e pq estou vivo uai só. Chamando agente de bobo esse aplicativo. Vai evoluindo e vai piorando antes era super fácil. Revisem burocracia para tirar foto . Piscou olho valeu só isso basta. Vocês vão conferir mesmo.",JOSE ALVES,1.1.2002,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-06-15,gp:AOqpTOHXiQTnBA7zVQjkudyCLhot0tdspu8JgBubwjLkzlO1TCF3mmlrpru_6YNPnX2gXRmjF5DdnkBB7B2bKQ,4.0,"Foi possível fazer a biometria e prova de vida. Entretanto, não saiu um comprovante de prova de vida. Como fazer para ter certeza que foi realizada e que nao terei problemas com o INSS?",JOEL PINTO FERREIRA,1.1.2002,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-06-14,gp:AOqpTOFGf0AADlPdIb4UUsf10QlgVz--EJ3QTAz9i6XfMu2bVWf_9ZwWsanWddjYUUC3-PVVJVXL6VddemgqKg,1.0,Estou tentando e só verificação inválida e não consigo recuperar.. lamentável onde precisamos tanto ultilizar nesses dias de quarentena. 😕😠,Gessica Hyslaine,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-14,gp:AOqpTOH9pV6pkbXgzdP3vDRdjjUCTmLfreknrq843OmSSJPvUZ0SC1uGU3D5vBboaEnttz4frm5w8tD7hKkaEw,1.0,Esse aplicativo e muito ruim não consigo fazer a verificação fácil ! Estou dias tentando entrar e dia q da certo para entrar e para verificação fácil ficou quase 2 horas tentando tirar a foto e não dá de jeito nenhum ! E eu tenho cnh e mesmo assim não dar para fazer ! Preciso de ajuda,Jessica Moura,1.1.2002,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-06-14,gp:AOqpTOE1X2pwlh5fM9Y0LgwuIx4AsorF_hmUPCngXsFNMt7vZfXEtliFOPQuap1gcKVgw4AxzWPrlNzMbxwS5w,5.0,Bom,Roberto Mengao,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-14,gp:AOqpTOHp-Kus_26EIsZ_H4uCtA0lLjaJkFPZ6ODyoc6aizUa8Lf6KynXMJKxYai6vDVaxLmR26THPWQYCNQ0ow,1.0,A idéia é boa mas essa prova de vida te faz de palhaço por uns 40min e n funciona fica dando erro no final,Diogo Lemes,1.1.2002,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-06-14,gp:AOqpTOFwwKWQqhIaKqf0LsTL-_0_6gFrdPGuSZibMnXZ1OWpU2FEI_RY_2UPM2X7wsYn-pvK3LLS2yttDaxXbw,1.0,"A pior experiência que já tive na vida com um app. Fui fazer o cadastro e diz que meu CPF já esta cadastrado, na opção recuperar senha por celular o celular cadastrado não é o meu. Recuperação pela CNH não funciona. Resumindo alguem se cadastrou usando meu CPF se passando por mim. Como faço pra acessar e desfazer essa conta irregular? Já fiz um boletim de ocorrência, visto que claramente existe um uso indevido do meu CPF. QUERO UMA SOLUÇÃO E NÃO UMA MENSAGEM PRONTA.",Seven Design,1.1.2002,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-06-14,gp:AOqpTOGWBHdqok0qQfK7vHE835UT0SV_1tP7cukjqV-u-Jp6kgo0iNtAw6sVdhgq3bXB2iFa09jXWXgtNNg8dw,1.0,Meu deus só pode usar quem tem CNH,Rafael Melo,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-14,gp:AOqpTOF_uSwGaANbvHX0JlK7BAdbnKQi4beimFcG2pOS6S7qD4nIxBJ7iwQk_9uLd_eVvAWr8qJPUzq5axizfg,1.0,"Não consigo acessar pois está dando erro quando cadastro a foto, porque ?",Gustavo Casemiro,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-14,gp:AOqpTOGJZoVv6F34h82aEjYq9_IZzC8Zu1LK4Za-xbnLOkY8uQzW49h_IsND9zR5uWAQCZ6T4SsWMjx4HrtXKw,1.0,"A prova de vida é fácil, difícil é depois de passar por rodas etapas solicitadas pra confirmar que você é você mesmo, o próprio sistema do aplicativo informar que devido você não ter CNH , NÃO É POSSÍVEL LIBERAR O ACESSO, ISSO É UMA GRANDE FALTA DE RESPEITO!",Aglailson Ferreira,1.1.2002,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-06-13,gp:AOqpTOEpdDxshQuaWqj06bfzD8XBEXlQV19SZJtWj-_tOY8kjnruIpDBDF_k0GrGoJG5Wh2fo5_77uTRTfK8iQ,1.0,Só dá erro. Péssimo aplicativo.,cesar augusto paula,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-13,gp:AOqpTOFiPgONTLT35uLMRBHuLBEXykFKOsEs-4Cn8o-psCW5aJpEi2IQEHzrAPy_QFNURlBsY92NMWqGi_hLng,5.0,Amo,Alison Monteiro,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-13,gp:AOqpTOFDozt6C334Z1Cu1Ut2ddnaHb7CpN5oqx-JyeA8LY1ow3rW7iaAJ4I6PJH0boigXAc-Y5Tzur_RAyj4BQ,1.0,Ruim demais o reconhecimento facial e péssimo! Devia nem ganhar um viu,Mardoquel Araújo,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-13,gp:AOqpTOHHlgg_cELOnRsl3rtjPK3IjJATTQ8nVI9L_BtRE9jSGcyT6pGqXRw37MittPLiQWxkSJHvk4I8yB_L8w,1.0,"Pra que serve esse lixo? Não tem utilidade nenhuma. Se não for um app fake, é dinheiro do contribuinte jogado no lixo. Poderiam estar otimizando outras ferramentas, como por exemplo o CNIS para quem tem auxilio emergencial negado...façam algo de util",Deehrulez,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-13,gp:AOqpTOHk7i1lmPcGqrGwvWZnLvq8ldSTsHxbL5CFd81-cRlWxJwURyXD9Sx86BwZyW6kIiRYTXWo2pAYxM0aPA,1.0,"Mais do mesmo... Só a promessa e a burrocracia do app funciona o restante, dinheiro do contribuinte jogado fora!",Rodrigo Jota,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-12,gp:AOqpTOHo_3M7miEjhJKJKsRC9XDT9w9varYx2UirvTgKyyk6b-P_Eq_69kGiUkstfRqrg5h-4blOJa_psSHFdQ,1.0,"apñicativo muito ruim, nao consigo cadastrar meus dados porque sempre da erro",Carlos lima Dos santos,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-12,gp:AOqpTOEYJNeeytTUhImtC1hWWKNbThhrSeoolv8hLyuQLcZYTVJu33kYNiweEjtelCWQZ0Ij2thEQtncjWcpPA,1.0,"O reconhecimento facial não funciona, não tem como está etapa ser ignorada pra continuar o cadastro.",Luiz Carlos,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-12,gp:AOqpTOGTtEkRYqUm-rP0UH7-vWxAOkGzGLQSBQyh6WT5Bz-mWELIanSLwbnxiYnrezhlBGSFDTyQXzpq-fRcgw,1.0,Muito ruim,CLAUDIONOR CARVALHO,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-12,gp:AOqpTOHKFlIQKp05iXlPBCChyy85KJ9239rQOlIyn32q2RSKyg32UINx2RGZk-WqhDC9WUDN84t8yCkxZtEDkA,1.0,muito ruim,Fernando martins,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-11,gp:AOqpTOFbmYe9GuGJszWBSae1sCoAC-FNBE0C0UdGLAXt-KaQvcJ_KXG8SqFNzKqgRo2LJc-yW0JcxQzEtbIyVQ,1.0,"Depois que coloco a data de emissão da cnh, o botao de ""ir meu gov"" está off.",HAILTON SILVA,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-11,gp:AOqpTOGVA7KpTiwf1YvJzc4qGeP7q4vSGfQFzKL0-znDcV1i2p-Oa3HgORr_dNd4XOTL_74X3FQ0DvBW4SJOOA,1.0,"Fiz o meu cadastro no App cpf digital no dia 07/junho/2020 com êxito.Mas quando tento acessar os apps""cnh digital do Detran RJ"" e ""meu Gov BR"" ñ tenho êxito,a seguinte informação ""senha e/ou cpf inválido""com a mesma senha do cpf digital que consigo acessar normalmente.",Marcos Oliveira,1.1.2004,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,
2020-06-11,gp:AOqpTOFMBw3Tup2xcBxRPz-1mCHr3zgI8om1lCy_GjjtqxB4NM0JgeY4Mbf3MFJjxKIWtuYuFoJTCU5OKGIPBQ,1.0,"Não achei o QR Code no site gov.br e aqui nem na oitava tentativa consegui logar com reconhecimento facial. Muito legal a iniciativa de criar site, app, login único, mas precisa exigir integração de login qndo o sistema for capaz de fazer.",Jana Reis,1.1.2002,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-06-11,gp:AOqpTOFZR2OBecjCzhksQ2SDKplEr-yiMHDV7eC-1ZyvGYsT_BRJZ5EBctmCj8Q9bF9eXyNqIsTSkJcdFZufVg,2.0,não consegui instalar,Pedagogia Fac 4,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-06-11,gp:AOqpTOG58gyeUc_14vK234KrZCJ0FtGs1e60dH55UyM9xamAiRBTppNy5kvT_xrUni-iGuY3R_zNbi5ljD8lwA,1.0,Não consigo cadastrar a senha definitiva só da mensagem de erro código 00390 sendo que todos os dados estão corretos,Ev Diogo Messias,1.1.2002,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-06-11,gp:AOqpTOF30AeJ98OmLYVZitUSNCstsddRp_c0sq6NiZMEjuuINN2_yPEkHDzYI9fGNmLHGM1rwnK5R8xIHSeDWw,1.0,Pessimo,Franciely Duarte,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE, ,
2020-06-11,gp:AOqpTOEBGp8UO5P0I5GBfcXwM_DbITFtW6CjgJz88IUsIhucqDmN0k8qGZpPkDOZsCBGSh6ImGATekUU72CVqw,1.0,"Não dá certo na hora de fotografar, fica mandando virar pra esquerda, direita, sorrir e fechar os olhos. Fiz isso várias vezes, mas em nenhuma deu certo. Acaba o tempo.",Silvio Schmid,1.1.2002,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,
2020-06-11,gp:AOqpTOEmZHgmcSLbwOEsGgitmW-_hFxPbpWmVMlJcYk6X3cR6yPv7tSTYFvs1YzPQdqllk2det2Txz9MwXL3Pg,1.0,"Péssimo e inútil, pois pede para fazer vários movimentos mas nunca me reconhece e não me deixa ter acesso ao aplicativo.",Fernando Nakama,1.1.2002,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
