Date,ID,Score,Text,User Name,Version,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,is_usability,is_classified,tam_comentario,col,count_col
2020-06-21,gp:AOqpTOFgwfzDdI5KJTopnrO0k52ScWGPn-A-DgtB20JYFs8xsinLVR_iulxq_3q2fkUaK_-Iqr1MLC9MXtMCJg,1.0,Não consigo recuperar minha conta digito o código só dá erro,joao da silva sarmento de oliveira,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,60,,
2020-06-16,gp:AOqpTOGf4kIF79L2DuEKNx9RNWupaCOkKz1R2GQDt3Z_pn2sLgxXH6-LWFF0KCFBhaCejmrCRj_Lc1XhwMyBhQ,1.0,Não consigo registro facial e não consigo cancelar essa opção,Carla Danila,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,61,,
2020-05-19,gp:AOqpTOGGcbFGhHvFZQFP7qLzUFlFd_CQ9WKM44pBfXs_xCDDa_NUnUFTz43Kf8Au1-lval9r7qdZkwHuNjnuBg,2.0,Como faço pra recuperar a senha. Não consigo de jeito nenhum.,leidiana abreu,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,,
2020-05-14,gp:AOqpTOGqLqOqSwdGuvHaeMh2NZt3Hi3K2rZX6oV4dMXbzNvImcBtalShcJlA7vzfBdkuq6tUsJA-9m2DnXt7QQ,1.0,Só dá erro estou tentando acessar pra obter seguro desemprego,Sabrina Gomes,1.0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,,
2020-05-28,gp:AOqpTOFHUPP_DgQVJkGMqGKHOd-M1GEB79re3K3PCnXnVUAaHAnpJJ-a_KddcubImV0K9RVGOsOkwU0avFpGUQ,1.0,Aplicativo da erro ao abrir e fecha Nao consigo acessar o app.,Nersin Hilareasy,1.1.2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,,
2020-05-26,gp:AOqpTOFDiNdXa-_yqNzRG48-6EW4MzXt9TBbLQc5TnBvy5K5n5x1-0CPQU8swGd-lH8HSGRPHgzng5WK2kkqxw,1.0,O App e o site está com problemas na parte de recuperar senha.,Ivan Lima,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,,
2020-06-11,gp:AOqpTOEUAN2bKvR1KvKzXxNm9obuz2bNV-GwAIsiZvGr9kwQXxHLq6OB9-NkJznCudorHUtwifHUnzgc7HahXA,1.0,Não consegui... Tive que tirar e colocar os óculos várias vezes,Beatriz Moura,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,63,,
2020-06-09,gp:AOqpTOG_R9YkMtRisHMRzricJlfxQYmwumxlmN7I3p0qi1hTSYjCZZgf3BMRNJqMNkguFjeyqcNvBdQxVXADiw,1.0,"Não presta orrivel, não consegui Acessar leitura facial pessima",Marcela Barros,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,63,,
2020-05-13,gp:AOqpTOFrl-wNsnta_xublAYOQO9kq-cKE9TxhPeXlWJGw68MkjGac73l3vWa2H43NJiT1xw8n-3YM39yi9-x7w,1.0,App horrível não tem se quer opção de mudar senha ou refaze-la.,Iuri Brandão,1.0.0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,63,,
2020-07-03,gp:AOqpTOEE_NW-MHzaxg_rFlYU3aRCov6d9w-bLSdOBfN6U6w2vNfYr5hBJOiC-IUdSN0hl9Jp7ubUFZu8qtyB5A,1.0,"Quando funcionar realmente, volto a baixar esse App. Lamentável.",SP Park Valet,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,64,,
2020-07-02,gp:AOqpTOGDNPEp-kZeHIDytKSdDzmjkXYDz38ahruejzovrt1JUh98oNXsu315J5wbMZ7dKJJPI3gYZeTbXZ4nPA,1.0,E um lixo se vc fizer o cadastro nao tem opçao de excluir conta.,Roberto Santos,1.1.2004,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,64,,
2020-06-26,gp:AOqpTOEX3zSJNCYvjVcb0TGbtl7pU-kCBuhCwIbZO3XmJz_dStbrRTUiBMaepg2Gyc06fxeY_QxSfOk01tiLkA,1.0,Não consegui recuperar minha senha...muito ruim este programa...,Joao luis Buratto,1.1.2002,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,64,,
2020-06-21,gp:AOqpTOHo6Cp4tYReoE6ZFzNfm0-5ceWx9RmaCFhDxrRREtv0uydqVcMLLK8xW1GSFXrUK5LYLjVfka2g7MkS4w,5.0,Gostei cada dia atecnologia estar aprximando o gov: da população,JAIRO DE LIMA MAMANI,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,64,,
2020-06-16,gp:AOqpTOHemG3EGAThRX0-D95-fV9EG04j02KvJiWoFR0quMQbsSZmolGWo6I8F1QDSkP08voBlhSS950P5cxgVg,1.0,Poderia facilitar para trocar a senha muita burocracia para isso,I'M Zanny,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,64,,
2020-06-09,gp:AOqpTOG6QBU5ukpqQvmB-rbmlMdsSMRx5NJXwY1RRSUrwb7Ut7M8CAclKD8TiGATToUfDrOMCZg2hYEThLlz5A,1.0,Simplesmente horrível! Chamem pessoas decentes pra montar um app,Brenda Carolina da Silva,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,64,,
2020-05-29,gp:AOqpTOEgM5LFKU-Ij76ItsDrgOdkEd15TnmzplbnO5-C0lFT95BxWwh-P_H55nKpGkl_d3PkTYdBXibYJ4jXow,1.0,Nao consigo recuperar a senha nao mostra opções por email ou sms,Alex Ferreira,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64,,
2020-05-21,gp:AOqpTOEjhRufV_TbyyfRKcaiPWWlCNOqXCYwCqFI4FOG-mPxmuTuT1UFoiXeD3sbRB2WKkvVu6-N1gBA73dsIA,1.0,O governo se superando em fazer aplicativo ruim. Não acerta uma.,Jobson Fernandes,1.1.2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64,,
2020-05-21,gp:AOqpTOHhhSiqR63yjImrK2Jxda0YjDX0Jpuo_ytd5lW7HYIf7PlEaE8yoSh1i8qOp1CFFWhByzS-eYijRW_Daw,5.0,"Fiz a validação facial, pois tenho a CNH Digital! Espetacular!!!",Khaled Khalil,1.1.2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64,,
2020-05-17,gp:AOqpTOGnA1J8IH05ZaCnUTUJE9ldrq88_8NioqYvaRGWVLEcQluiMrt3PWeDZHmoZx1m7tPfZJGKAsf_UWSdCw,1.0,"Péssimo. Horrível, recuperando uma senha que eu nunca criei. Vsf",Sendo Matheus,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64,,
2020-05-14,gp:AOqpTOEiADeg2aUddLFu-LHFEbIRVOL_bu4i38BlenyySlLV_U8OQDJ79XchynYKXwzO4BlK0EnMyIU11VD8Tw,1.0,Da mesmo erro que meu CPF já tem cadastro mas nunca fiz cadastro,Rafael Moreira,1.0.0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,64,,
2020-06-23,gp:AOqpTOGhPGosJHxr8AZZ2mk9NPT4yiVbo5z6St9_2wAD9elm7zVdRrKpCLMy5tjDuGY--eC8DBeOVn8OeSiJWA,1.0,"Pessimo, toda vez que tento entra da Usuário e/ou senha inválida.",francielle Silva,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,65,,
2020-06-03,gp:AOqpTOHjDQA11AE-p6aux1cXxQtKZ7I1zUeeafuQqCrfhzgUxpQJ9uZmK0IwNDd5KiXN7a-28qgdjFA0Ikf0aw,1.0,Não se conseguie fazer proça de vida por que sempre acaba o tempo,Leonardo Inocencio,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,,
2020-05-26,gp:AOqpTOEiuomfcqaWs8rbksc64tr4VEZ4NzhRdiGE0PKkMm4yex-xNEJ-vJ7g2eylWFaaP_56e46ZpG5vPHXoHg,1.0,não cadastra sem validação facial e não funciona validação facial,1 Turno,1.1.2000,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,65,,
2020-05-17,gp:AOqpTOHG2-df9oqnrTH95eOFe27KGMXZMJ0gW1634PiBGH1GneuDx1Z7rYCk84tx921IqvNMecHqtHh2rIJARw,1.0,Para mim sem serventia ano consigo recupera a minha senha e agora,jorge luis,1.0.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,65,,
2020-05-14,gp:AOqpTOHw_i6ZlQsC--i1AZH-nxUqEn9O_LMXZqcWJfsCr7sseBr4xZA3teW9UZw4Ck5DeXTN1RJImpRxQP5i7g,1.0,Muito ruim eu não consigo entrar quando eu vou tirar foto não vai,Leomar De Freitas,1.0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65,,
2020-05-26,gp:AOqpTOELOSYg7N7_8WYDvb7VObkwLmv0heObI1Z7OESAB6pB83nX5v9gKfVAVUw3dbSiwuW1_6-KDN2O9crR-g,1.0,"Fala que não lê biometria. Que é inválida, desisto! Lixo de app!!!",Aline,1.1.2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,,
2020-05-17,gp:AOqpTOGS1vAfX8t1F5_nfAqdJbUOgx1q10VpCjbwZh0uoHSO5Szm2sfTDXMi-saEes3diZT0pyAG5no6Q3fZzw,1.0,Esse aplicativo é uma desgraça. Tinha que ser excluído desta loja.,Junior Alves,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,,
2020-05-15,gp:AOqpTOFyZMi6z6KFqmt0Yh1Cd4XT3_djtjhFuWvWqsCJA7ccSFZxQbbNCd_E9Q47gGDoqtgvPlY26YSg_Lko1g,3.0,Achei muito básico. Deveria dispor do serviço Fala.BR por exemplo.,Marcos Benicios,1.0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,,
2020-05-13,gp:AOqpTOFaWBrDpqGaBhwZUwPEykZXIwEwwOEhW0ECXPEHScoIjiNp1z3gmiKBkLasxa2UQpp0o10kWLICVTrHuw,1.0,Lixo de aplicativo. Diz que não reconhece o próprio código gerado.,cesar senna,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,,
2020-05-07,gp:AOqpTOHg-o62C1Fh1oMTbsrnmiMxzCzl20Ptwe1VsbJchJ0h5cjyVlCCMfnHhYR0HUumkiurijCNdniYxL1r3A,5.0,"Não reconhece minha face! Aff, complicado, se é eu q tô acessando.",Larisse Silva,1.0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,,
2020-06-01,gp:AOqpTOGJtRrFWNzqPmXFyHfOwZ65GCw_HZu4teTDzxdr5EwCplIYQ0wsmagXKfMgSoLzDVweyUIStzNsU9AQeg,1.0,O app e muito ruim nao ta lendo minha Telemetria Oq ta acontecendo?,Jefferson Reis,1.1.2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,,
2020-05-20,gp:AOqpTOF8ZSOdMIKEGAY8uEjosPNcV3eLNaaS01luWpXRvjq6DHs7IULz1noxlmhSR_Q1GWkpBxSf-jNhChHB1w,5.0,Muito bom e será muito ágil para agente quando estiver no trânsito.,jeferson frança de oliveira,1.0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,,
2020-05-12,gp:AOqpTOEiaExaMcKGbdKW3Luru6fybwXvNHO1EBnF5JIkTiHGFqIQ45hacb00Eb7hC23t5YqYfr5AfMf3_ZfWrA,1.0,Não consigo acessar diz q sou cadastrada e não reconhece minha face,Cris Monteiro,1.0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,,
2020-05-07,gp:AOqpTOGfP349BdqT1D20i7OuH465Xrz160AvIZu92q6oKaDsf-YDVlQ2eZbTf3J_GmiMBnmsgQKkXn2mRFq66A,1.0,Não entra ele simplesmente não entra. Vocês precisam resolver isso.,natasha Padilha,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,,
2020-05-04,gp:AOqpTOEU_fW0adfullsQxCto_vj47D4iMw_sZomp5pxMbLjUjwxgjV9qTRVGaS9uM9_So6CokpJgLsFwjINj0A,3.0,Não consigo me cadastrar da erro não reconhece meu rosto como faço?,Beatriz Anjos,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67,,
2020-05-21,gp:AOqpTOEqkVLv1k8IUdiie_vFMWHQhMzpvMNJK-rIjIjCvzPXmr-IHwWYjIB1DQ1N_9Q9WpOVGc9YGF7MLMIJ-w,1.0,Pqp pra que dificulta tanto a criação da inscrição do Enem desse ano,wesley goncalves,1.1.2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,68,,
2020-05-18,gp:AOqpTOEqWBmPqtiA0brSWsDesM0oCaNJK-eSOKBBGnIjrnc2NtMHyCxGU1i0jPgwdJcvi1K3Y4r0HeNvueXE0g,1.0,"A foto nunca dar certo,tirei várias fotos,Mais o sistema nunca aprova",V1N1C1US Šv,1.0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,,
2020-05-17,gp:AOqpTOGCPggaZjzhq39Aw1wsiZF3zYpataShBwmJ8T9GXugmh325A19G7Er5dDAxvdUW_GM6E0Qc3evm-hm7Hg,1.0,Que vergonha! Não funciona NADA. Nunca fiz cadastro nesse aplicativo.,Guilherme Teodoro Martins,1.0.0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,69,,
2020-05-06,gp:AOqpTOHxbCOhL2_Zslpa07x7wRLRkCY-u0sSDuCQkSpRLZg1hIAxp234T9JkyLNSx9CpdyDg34KYu38cCV_sVA,1.0,Não consigo entrar na minha conta não tem como entrar de outra forma?,Rosangela Santos,1.0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,69,,
2020-06-24,gp:AOqpTOFL6v-l8UwsfABxQKlgpcFjRT6cmAmO6pgEfu2oQWfT-t2hLXRve_apl1yCTvLvfCZO5y6gmnyr5XCxUQ,1.0,Não consigo entrar na prova de vida dar erro toda hora muito ruim isso,ricardo jose,1.1.2002,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,70,,
2020-06-13,gp:AOqpTOFDozt6C334Z1Cu1Ut2ddnaHb7CpN5oqx-JyeA8LY1ow3rW7iaAJ4I6PJH0boigXAc-Y5Tzur_RAyj4BQ,1.0,Ruim demais o reconhecimento facial e péssimo! Devia nem ganhar um viu,Mardoquel Araújo,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,70,,
2020-05-22,gp:AOqpTOFDeRsuS8eKloBRWVOdgHe_jyRpM4yvwjuo-6DFx5u0tMvyw6O5N4E9xn_lP184KrCezxepFStfrlMVTQ,1.0,"Tentei me cadastra, mas fala que já possui cadastro e eu mesmo não fiz",Vagner Domingos,1.1.2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,,
2020-05-12,gp:AOqpTOFo7eG7CBeLWpr0WQl97evTJ_WimlxJkMT-x7j1uQD0ysGdxVuzfZmEz5TgE9ORbfRQPyQnbcH4oLdQFg,1.0,"Não entendo esse App. Só pode entrar se tiver CNH, Nem todo mundo tem.",Augusto Oliveira,1.0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,,
2020-05-12,gp:AOqpTOFeQVnPXCO9-8xLy7IgbId07ZVhgsMOqvB6mMRo68YRRaRBiQKAC0yg5rz0ZQdwP6EZDrv4ybKFhnJYmg,2.0,Bom dia...nao consigo entrar e também não me da opção de mudar a senha,Fernando Motorista,1.0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,,
2020-05-24,gp:AOqpTOH2v3ua8V-4R9ve00AjlRPWor6b59v0C-nUrXUET6JP5TqqdXKbTN6nyuji0jd1vMjQ2mtlMdyic2b5nQ,1.0,Me ajudem a recuperar a Senha!!!!!!!! Não comigo entrar na minha conta.,Caren Pereira,1.1.2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,71,,
2020-05-12,gp:AOqpTOE_fX4kTI-ddCR_urG7iWUnUFMedE5aXGNLj5zGTQ3_EolJyyOqtGLMjy-Bz96V1qw9aP9TUoWzU1tAMA,1.0,Eu esqueci e o sait nao manda outra senha para conseguir entrar no sait,Antonio Carlos Dos Santos,1.0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,,
2020-06-28,gp:AOqpTOGOcehZpmQc2NB7f1Wjh6jejP0O6br4jwHYrYth66VD7mf5NAlvi4r4aVqJlkExuU2JI7zqc3gJrvhPXA,1.0,"Aplicativo ruim, lento! Não consegue identificar o reconhecimento facial",Mauro Fogaça,1.1.2004,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,72,,
2020-06-20,gp:AOqpTOGqzF4gpyB4EpspwgqM4z7ac75CWyBQtmRpV9XkwwVVec7s8mAlQC2tTNk-Iw2B3-_HTlApoxQ7-70I5w,5.0,"O app é excelente e funcionou perfeitamente comigo, nem erro nenhum bug.",Luana Santos,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,72,,
2020-06-19,gp:AOqpTOGmTA-YvA9NJjOUPX69D4140IrOxTAA1Uzxtw_JjZs9LJNVdTviDaHHRFK9Bo0I1OBn70cobzOBx-Itrg,1.0,"Muito app, não consigo fazer validação facial e não consigo fazer QR code",walter GONÇALVES,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,73,,
2020-06-14,gp:AOqpTOF_uSwGaANbvHX0JlK7BAdbnKQi4beimFcG2pOS6S7qD4nIxBJ7iwQk_9uLd_eVvAWr8qJPUzq5axizfg,1.0,"Não consigo acessar pois está dando erro quando cadastro a foto, porque ?",Gustavo Casemiro,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,73,,
2020-06-09,gp:AOqpTOGdXlh3eLPeBVIjtEcx1hFs2tjzfana7-LwqiQLZtN86z_-Rk3Ocb308sRv_rA3PNHNkCXnjQyzsslAMQ,1.0,Um App que não dá para fazer recuperação de senha fica difícil né 🤦🏻‍♀️,Jessica Cristina Cardoso,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,73,,
2020-06-10,gp:AOqpTOHO46WxYLAIzIOZLb4JUue9UikeMkVp357ZDMBqYT0fW1XW6hnu9rWOJk3rYVMP3KqjNRE7jQUpNs76tg,5.0,Foi uma experiência muito boa pos consegui assesar tudo o que eu precisava,Vitalim Pioli,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,74,,
2020-05-28,gp:AOqpTOEa6P6vUjHiEcvCyCvdE9lz4cVmrKQIisO59YD9do-z3eQFSN4SVw1iDJqvP_bfvoMRnGMnIujnK1Z92A,1.0,E um lixo esse aplicativo nao abri a validaçao facial por nada desse mundo,Edson Dacostasouza,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,,
2020-05-13,gp:AOqpTOFb6NAjMJsOZpU908EuGOrE7EdyHtSNrrecd3VJ49Ie-f9ED4c1cO5Zyk7r2Djv3SN0ct0ssq45TBpMxg,2.0,NO consigo acessar diz que eu já tenho uma conta cadastrada mais não tenho,Priscilla Pinheiro,1.0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,,
2020-05-11,gp:AOqpTOGZjIGqG7YiKM9BNT6HP36Ze2eInssxdPMVIMv_2QBOI0BuLny8JdAFuWmZp8zSFS-E-VsqNTcAnGAZSQ,2.0,Gente pra serve isso eu entrei cadastrei td certo mais não serve pra nada.,Patrick Parolin,1.0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,,
2020-05-04,gp:AOqpTOFCPDBrc-pdkAtwSIRMipDlUE2rL9ftnwxCsajf3vURCxHeIzvcNg1JmMeNgxVcj9UTjAdfE-zbO2q3ug,2.0,Não me lembro da senha Não tenho o e-mail como Fazer pra recuperar a senha,Antonio carlos Dos santos,1.0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,,
2020-06-22,gp:AOqpTOG440ataG08M2QwSqakvdQcYC2tVTBS6RZvIF7RJjfxa2aCmXj1txHBHiS2YvEhcNFzTx74M2yqN5lV0w,1.0,"Muito ruim,não consigo acessar para dar entrada no Seguro desemprego.......",lizi ellen,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,75,,
2020-05-21,gp:AOqpTOEm4ojHrPVJU9ZsLNHXKcYyZJ0aa_l0ch2fKcsfal9tEp0Uw8gYu9S4S1pNM_lu9VGeU4qbtwo1wpAGtA,1.0,"Aplicativo péssimo em todos os sentidos, principalmente no acesso. Desisto!",HARLES OLIVEIRA,1.1.2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,,
2020-05-11,gp:AOqpTOE71Ljl5KqPxZ4Fmw5sNL7_2Ny0PiS4MyNg4CPCg9Tx1f4DExmVBdwD9k-aqu2Ra2IgnMFV2pIrWIHE8g,2.0,Como faço pra recuperar a senha pelo banco itau... Ta dificil pra refazer..,Raiana Santos,1.0.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,75,,
2020-05-09,gp:AOqpTOE2cCoe__uFWUpimC5ip-8lo2rDJT2bi2sIlNruv5CszmlHhEgQjacKTXfMPw9ExcvN12eskzy9mgQpmw,1.0,Péssimo não atualiza número de tel não chega msg por email não serve p nada,Carol Amorim,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,,
2020-06-29,gp:AOqpTOFkhG366RoHrR63ZErjGT6ChK_B72qlMEmzDiO9gbOr-Ez7m_P6BZZDAcBOwuoL3l-Sjh5zrRMFWNKkjg,1.0,"Tinha que ser do governo mesmo ,horrível horrível... não consigo ter acesso.",Renilton Xavier,1.1.2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,76,,
2020-05-22,gp:AOqpTOEjpMpGYgSNkNenG1AF-pf7dL25BEF_kH5vRc7128BSksCJYdzwkUNphSNU1K1kF6ltnJrJXspVs_ZwXQ,1.0,Este aplicativo soda certo para quem nao precisa ai ele abre rapido e aprova,Marco Alves,1.1.2000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,76,,
2020-06-12,gp:AOqpTOHo_3M7miEjhJKJKsRC9XDT9w9varYx2UirvTgKyyk6b-P_Eq_69kGiUkstfRqrg5h-4blOJa_psSHFdQ,1.0,"apñicativo muito ruim, nao consigo cadastrar meus dados porque sempre da erro",Carlos lima Dos santos,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,77,,
2020-06-11,gp:AOqpTOFbmYe9GuGJszWBSae1sCoAC-FNBE0C0UdGLAXt-KaQvcJ_KXG8SqFNzKqgRo2LJc-yW0JcxQzEtbIyVQ,1.0,"Depois que coloco a data de emissão da cnh, o botao de ""ir meu gov"" está off.",HAILTON SILVA,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,77,,
2020-05-19,gp:AOqpTOE0lW-K5S8xtZTSRteYZD-VpWBFq4fzXzQqEqHfPrUQwz7Kn0NeO1ucVVpZvTvX8yqA4YOFlPkLlIIMfg,1.0,"Não consigo recuperar a senha , para entrar na página de participante do enem",J. Matheus,1.0.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77,,
2020-06-22,gp:AOqpTOE76SwAgHK9UOQbhmsgk0mTu4TDdOei5ZjIqYvCNWCwBhAvJLesZfFXE57SPkBEfpET-yfVhjj2vxSKRg,1.0,Foi bem pensado; pessimamente executado. Do geito que esta nao serve pra nada.,Jeara Araújo,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,78,,
2020-06-15,gp:AOqpTOHsBth3qOZmrPE_dotliVWjDvZqK13ZLdXFslMmevibka2XkFKuh9EYJJSg5L8UDVlm11oLDVRhHdzDDg,1.0,Como sempre mais um aplicativo que da trabalho em vez de resolver os problemas,Marcelo Nunes,1.1.2002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,78,,
