ID,App ID,Date,Reply Date,Reply Text,Score,Sentiment,Square Term,Text,Text En,Thumbs Up,Title,URL,User Name,Version
gp:AOqpTOGwTRExq_4gsf8NrgK3eBawmJk8pKKteF-nqOq_cKixJTaoZzyLovQ7DlPOyI7IFY5Z_mfyk4jf4hwrhA,br.gov.meugovbr,2020-06-22,2020-06-23,"Verifique as orientações na FAQ para dúvidas gerais: https://faq-login-unico.servicos.gov.br.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",1.0,negative,,Ruim... pronto,Bad ... ready,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOGwTRExq_4gsf8NrgK3eBawmJk8pKKteF-nqOq_cKixJTaoZzyLovQ7DlPOyI7IFY5Z_mfyk4jf4hwrhA,Edemir Feliciano Garcia,1.1.2
gp:AOqpTOEtC4cuArCgGq7ret8IVZDecGhTydXUtrLzZ0bas5mQOFlNLRIvRW-sqSrRptUuzWIG5aOJ5fCwzCWRog,br.gov.meugovbr,2020-06-22,2020-06-23,"Para recuperar sua senha e atualizar o e-mail cadastrado, acesse as orientações na FAQ: https://e.gov.br/recuperarconta. Caso não consiga, acesse https://e.gov.br/recuperarcadastro e preencha o formulário.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição",1.0,neutral,,"Eu nunca me cadastrei, quando fui me cadastrar já estava cadastrada .não entendi,mas não consigo acessar.","I never registered, when I went to register I was already registered. I didn't understand, but I can't access.",1,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOEtC4cuArCgGq7ret8IVZDecGhTydXUtrLzZ0bas5mQOFlNLRIvRW-sqSrRptUuzWIG5aOJ5fCwzCWRog,Liliane Alves,1.1.2
gp:AOqpTOHZz914N_V0ewncFr9wRvSPHJ25tBPiRwbx1BxTAJ0UaXtj1QA4h6Y8dBw2-0ZRxZG7cl1cdTwcR3yLPQ,br.gov.meugovbr,2020-06-22,2020-06-23,"Verifique as orientações na FAQ para dúvidas gerais: https://faq-login-unico.servicos.gov.br.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",1.0,negative,,A prova de vida é ridícula. Absolutamente não funciona.,The proof of life is ridiculous. It absolutely does not work.,1,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOHZz914N_V0ewncFr9wRvSPHJ25tBPiRwbx1BxTAJ0UaXtj1QA4h6Y8dBw2-0ZRxZG7cl1cdTwcR3yLPQ,Daniel Dib,1.1.2
gp:AOqpTOFB0nlsIMwt1OKfZb40H6CJCfmQ-w32_C3yLO9iEMzQBAFTA5948u5GSuVC_WRlpkh5cIU8AMJBq1n1ug,br.gov.meugovbr,2020-06-22,2020-06-23,"A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",4.0,positive,,Bom,Good,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOFB0nlsIMwt1OKfZb40H6CJCfmQ-w32_C3yLO9iEMzQBAFTA5948u5GSuVC_WRlpkh5cIU8AMJBq1n1ug,Gina Rosario,
gp:AOqpTOHsYOFtgCAvFwVbteqP-mCARQ47zX5A52lvpZwFilLs-MM7XJwvg5KY6PsX8sZ9prMZKrB1uI3RZgSrBw,br.gov.meugovbr,2020-06-22,2020-06-22,"A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",5.0,positive,,Eu estou Super Feliz com o app Meu gov.br,I'm super happy with the My gov.br app,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOHsYOFtgCAvFwVbteqP-mCARQ47zX5A52lvpZwFilLs-MM7XJwvg5KY6PsX8sZ9prMZKrB1uI3RZgSrBw,Francisco Carlos da Silva,
gp:AOqpTOHAGC6ZvSnaJM_VblWzif6nGIrz0DNL4Kw2fn5muuSjtS7jnmh2sCTlDvnt-9LUiCuPcD9J5XXITG4bVA,br.gov.meugovbr,2020-06-22,2020-06-22,"Verifique as orientações na FAQ para dúvidas gerais: https://faq-login-unico.servicos.gov.br. Por enquanto somente quem possui CNH. Estamos trabalhando para evoluir a plataforma para outras pessoas poderem utilizar e tornar o aplicativo mais simples e seguro, melhorando a sua experiência.
Agradecemos a sua contribuição.",1.0,neutral,,Aplicativo pede cadastro da biometria. Tenho biometria cadastrada no título.. não entendi,Application asks for registration of biometrics. I have biometrics registered in the title .. I didn't understand,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOHAGC6ZvSnaJM_VblWzif6nGIrz0DNL4Kw2fn5muuSjtS7jnmh2sCTlDvnt-9LUiCuPcD9J5XXITG4bVA,Iann Gabriel,
gp:AOqpTOG440ataG08M2QwSqakvdQcYC2tVTBS6RZvIF7RJjfxa2aCmXj1txHBHiS2YvEhcNFzTx74M2yqN5lV0w,br.gov.meugovbr,2020-06-22,2020-06-22,"Verifique as orientações na FAQ para dúvidas gerais: https://faq-login-unico.servicos.gov.br.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",1.0,negative,,"Muito ruim,não consigo acessar para dar entrada no Seguro desemprego.......","Too bad, I can't access to get unemployment insurance .......",0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOG440ataG08M2QwSqakvdQcYC2tVTBS6RZvIF7RJjfxa2aCmXj1txHBHiS2YvEhcNFzTx74M2yqN5lV0w,lizi ellen,
gp:AOqpTOFDYT4UVf2Xa6atLV7Io3Z-PBuEboJHdeEyR9gBiGR3FJqTE01b_yNaMqpbLu0rWRKojanjc2fw2fE0EA,br.gov.meugovbr,2020-06-22,2020-06-22,"Verifique as orientações de como criar a conta no app na FAQ: https://e.gov.br/contacelular
Lembrando que é necessário ter a CNH para conseguir criar a conta.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro.
Agradecemos a sua contribuição.",1.0,negative,,Péssimo só da erro,Only bad error,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOFDYT4UVf2Xa6atLV7Io3Z-PBuEboJHdeEyR9gBiGR3FJqTE01b_yNaMqpbLu0rWRKojanjc2fw2fE0EA,MASSOTERAPIA NO MUNDO,1.1.2
gp:AOqpTOE76SwAgHK9UOQbhmsgk0mTu4TDdOei5ZjIqYvCNWCwBhAvJLesZfFXE57SPkBEfpET-yfVhjj2vxSKRg,br.gov.meugovbr,2020-06-22,2020-06-22,"Verifique as orientações na FAQ para dúvidas gerais: https://faq-login-unico.servicos.gov.br.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",1.0,negative,,Foi bem pensado; pessimamente executado. Do geito que esta nao serve pra nada.,It was well thought out; poorly executed. The reason that this is useless.,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOE76SwAgHK9UOQbhmsgk0mTu4TDdOei5ZjIqYvCNWCwBhAvJLesZfFXE57SPkBEfpET-yfVhjj2vxSKRg,Jeara Araújo,
gp:AOqpTOGcOe9giBPeZPU_hblLQ9w3QjQM2d_2ySB9nr9uK0wOxnL7YNfepCRJ8LA9GhdphBrvHmRVmaR8WB1LAQ,br.gov.meugovbr,2020-06-22,2020-06-22,"Verifique as orientações na FAQ para dúvidas gerais: https://faq-login-unico.servicos.gov.br.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",2.0,positive,,"Como, trabalhar com um sistema tão burocrático. Sinceramente, vivemos em realidades diferentes. Pq,não simplificar o nosso acesso. Do acesso ao sistema,a finalização de qualquer processo neste sistema é pessima.","Like, working with such a bureaucratic system. Honestly, we live in different realities. Why not simplify our access. From the access to the system, the completion of any process in this system is very bad.",0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOGcOe9giBPeZPU_hblLQ9w3QjQM2d_2ySB9nr9uK0wOxnL7YNfepCRJ8LA9GhdphBrvHmRVmaR8WB1LAQ,Carolinacanuto Canuto,1.1.2
gp:AOqpTOERSpELsikWDWp3Zz-KXDmv1drSmP8IPrsoqDjSbYt7HIUcouBE2dwcHPNHzpbdTo-Q_bWy2aZ8yp5Vgg,br.gov.meugovbr,2020-06-22,2020-06-22,"Verifique as orientações na FAQ para dúvidas gerais: https://faq-login-unico.servicos.gov.br.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",1.0,neutral,,Um lixo,A trash,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOERSpELsikWDWp3Zz-KXDmv1drSmP8IPrsoqDjSbYt7HIUcouBE2dwcHPNHzpbdTo-Q_bWy2aZ8yp5Vgg,Wanderley Ferreira,1.1.2
gp:AOqpTOFkkgochmPhsw9IILEDRhW-ayCwqzer-ftKuw8Y4bYTJ7w4dpLbMA0TB28PT8U2STPYFUHL2NyjmhuDDA,br.gov.meugovbr,2020-06-21,2020-06-22,"Verifique as orientações na FAQ para dúvidas gerais: https://faq-login-unico.servicos.gov.br.
Lembrando que deve ser o QR Code apresentado no computador para leitura pelo celular. O gerado pelo app após o login com sucesso será para funcionalidades futuras que serão lançadas.
Agradecemos a sua contribuição.",1.0,negative,,Dificil fazer o cadastramento facial. Código qr gerado pelo aplicativo dá erro. Qual leitor de qr deve se usado?,It is difficult to do facial registration. Qr code generated by the application gives error. Which qr reader should be used?,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOFkkgochmPhsw9IILEDRhW-ayCwqzer-ftKuw8Y4bYTJ7w4dpLbMA0TB28PT8U2STPYFUHL2NyjmhuDDA,Jose Messias da S. Goncalves,1.1.2
gp:AOqpTOFafRVrcj3mtz4D-Gi_4urNvTREcFrPrj8e9JowtybHo8wOIPTmnYSvFCmBZXrviUZhrFzkVLVkbSv5mQ,br.gov.meugovbr,2020-06-21,2020-06-22,"Para recuperar sua senha e atualizar o e-mail cadastrado, acesse as orientações na FAQ: https://e.gov.br/recuperarconta. Caso não consiga, acesse https://e.gov.br/recuperarcadastro e preencha o formulário.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição",1.0,negative,,"Não consigo acessar para recuperar minha senha, dando erro.","I can't access to recover my password, giving error.",0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOFafRVrcj3mtz4D-Gi_4urNvTREcFrPrj8e9JowtybHo8wOIPTmnYSvFCmBZXrviUZhrFzkVLVkbSv5mQ,Natalha Oliveira,1.1.2
gp:AOqpTOF0OCe9IIFnJhLF8-mCF-cnfOH1cdpRt_iWaMHL5SlpJZtmNOG_bRpwF4GBSUacQY7-lgONioQXanUkGQ,br.gov.meugovbr,2020-06-21,2020-06-22,"Para recuperar sua senha e atualizar o e-mail cadastrado, acesse as orientações na FAQ: https://e.gov.br/recuperarconta. Caso não consiga, acesse https://e.gov.br/recuperarcadastro e preencha o formulário.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição",1.0,neutral,,"Não mudei minha senha mais diz q está incorreta, quando tento fazer outra não dá certo, na hora de fazer a self tbm diz q não corresponde com o documento...","I didn't change my password anymore, it says it is incorrect, when I try to do another it doesn't work, when it comes to making self, it says it doesn't match the document ...",0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOF0OCe9IIFnJhLF8-mCF-cnfOH1cdpRt_iWaMHL5SlpJZtmNOG_bRpwF4GBSUacQY7-lgONioQXanUkGQ,Fernanda Carvalho,1.1.2
gp:AOqpTOFgwfzDdI5KJTopnrO0k52ScWGPn-A-DgtB20JYFs8xsinLVR_iulxq_3q2fkUaK_-Iqr1MLC9MXtMCJg,br.gov.meugovbr,2020-06-21,2020-06-22,"Para recuperar sua senha e atualizar o e-mail cadastrado, acesse as orientações na FAQ: https://e.gov.br/recuperarconta. Caso não consiga, acesse https://e.gov.br/recuperarcadastro e preencha o formulário.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição",1.0,negative,,Não consigo recuperar minha conta digito o código só dá erro,I can't recover my account I type the code just gives error,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOFgwfzDdI5KJTopnrO0k52ScWGPn-A-DgtB20JYFs8xsinLVR_iulxq_3q2fkUaK_-Iqr1MLC9MXtMCJg,joao da silva sarmento de oliveira,1.1.2
gp:AOqpTOHo6Cp4tYReoE6ZFzNfm0-5ceWx9RmaCFhDxrRREtv0uydqVcMLLK8xW1GSFXrUK5LYLjVfka2g7MkS4w,br.gov.meugovbr,2020-06-21,2020-06-22,"A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",5.0,positive,,Gostei cada dia atecnologia estar aprximando o gov: da população,I liked every day the technology being approaching the gov: of the population,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOHo6Cp4tYReoE6ZFzNfm0-5ceWx9RmaCFhDxrRREtv0uydqVcMLLK8xW1GSFXrUK5LYLjVfka2g7MkS4w,JAIRO DE LIMA MAMANI,1.1.2
gp:AOqpTOFQAe-YtCqNMW6UvdhLlAFB_PLe97UPZHqxX6sxlkYh_EoyJdnwyrfmrZ7bdsGvElJlHFTPe-QEiMxbbw,br.gov.meugovbr,2020-06-21,2020-06-22,"A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",4.0,positive,,Bom muito especial,Good very special,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOFQAe-YtCqNMW6UvdhLlAFB_PLe97UPZHqxX6sxlkYh_EoyJdnwyrfmrZ7bdsGvElJlHFTPe-QEiMxbbw,Sidney Siqueira,1.1.2
gp:AOqpTOH7vwmtrPZYrFHrYtvLk-q7TmZOYj_8jKFA7priDE3FbWvebS8kuLTxob1qKcXwbRTzUvHdsWgQ-ajhJw,br.gov.meugovbr,2020-06-21,2020-06-22,"Verifique as orientações na FAQ para dúvidas gerais: https://faq-login-unico.servicos.gov.br.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",1.0,neutral,,Pessimo nao funciona,Pessimo does not work,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOH7vwmtrPZYrFHrYtvLk-q7TmZOYj_8jKFA7priDE3FbWvebS8kuLTxob1qKcXwbRTzUvHdsWgQ-ajhJw,Fabiola portella Tavares dias,
gp:AOqpTOEIogBvGRveqNSKLDsVL9BvcsfblD5kM0R6buSjh7FyqLObwRdGcXSwr9gbmzBiMpVQ6JsELpRn1xB3Ag,br.gov.meugovbr,2020-06-21,2020-06-22,"Verifique as orientações na FAQ para dúvidas gerais: https://faq-login-unico.servicos.gov.br.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",1.0,negative,,Que app ridículo. Eu já vi apps ruins mas esse superou.,What a ridiculous app. I've seen bad apps but this one got over it.,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOEIogBvGRveqNSKLDsVL9BvcsfblD5kM0R6buSjh7FyqLObwRdGcXSwr9gbmzBiMpVQ6JsELpRn1xB3Ag,Matheus Ribeiro,1.1.2
gp:AOqpTOGn9tEnoBh_ZuCXmJ604z_FxuObOyN6q6v_Mv0M9toy8yiV_Sk-xXxIDi2B46mBwfpEfR15xzUT5zSH6Q,br.gov.meugovbr,2020-06-21,2020-06-22,"Para recuperar sua senha e atualizar o e-mail cadastrado, acesse as orientações na FAQ: https://e.gov.br/recuperarconta. Caso não consiga, acesse https://e.gov.br/recuperarcadastro e preencha o formulário.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição",2.0,positive,,Pelo amor de Deus o que está acontecendo não consigo fazer nova senha fica pedido senha temporária pra fazer a nova se eu soubesse a antiga pra que ia fazer denovo?? Preciso da entrada no seguro e nada .,"For the love of God, what is happening I cannot make a new password, I am asked for a temporary password to make the new one if I knew the old one, why would I do it again ?? I need insurance and nothing.",0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOGn9tEnoBh_ZuCXmJ604z_FxuObOyN6q6v_Mv0M9toy8yiV_Sk-xXxIDi2B46mBwfpEfR15xzUT5zSH6Q,Angerlane Dos anjos lopes,1.1.2
gp:AOqpTOHJ7zVDpLxZ3CBy40jpuXFmy2-NOJ5-q0Vy0vNjfj2y4-1RlHPvWw5FtLl7YmDnIYHN203yLi0gJw09IA,br.gov.meugovbr,2020-06-21,2020-06-22,"Verifique as orientações na FAQ para dúvidas gerais: https://faq-login-unico.servicos.gov.br. 
A equipe gov.br está trabalhando para evoluir a plataforma para outras pessoas poderem utilizar, principalmente as que não tem CNH e tornar o aplicativo mais simples e seguro, melhorando a sua experiência.
Agradecemos a sua contribuição.",1.0,neutral,,Não é possível fazer a identificação facial.,Facial identification is not possible.,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOHJ7zVDpLxZ3CBy40jpuXFmy2-NOJ5-q0Vy0vNjfj2y4-1RlHPvWw5FtLl7YmDnIYHN203yLi0gJw09IA,R K,1.1.2
gp:AOqpTOFGZhRzcJLrq3KwGOXrszoGCaoYpOoezLk-AOdIUSQNYgIQD2H0_pn_AqfOBFoO1kozkbXt_EY-qWrTaw,br.gov.meugovbr,2020-06-21,2020-06-22,"Entre em contato com a Receita Federal para regularização dos seus dados. A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",1.0,neutral,,Digito o CPF e não dão as opções de nome da mãe e data de nascimento corretos conforme os meus documentos.,I type in the CPF and do not give the options of the mother's name and correct birth date according to my documents.,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOFGZhRzcJLrq3KwGOXrszoGCaoYpOoezLk-AOdIUSQNYgIQD2H0_pn_AqfOBFoO1kozkbXt_EY-qWrTaw,Edvan Lima pereira,1.1.2
gp:AOqpTOGi1DqRnDvgScRSTq5t5nEDgh0SqStuoK9A3jZpSXXA_hlB02xY5dYvZw9sGL9FUbXTmGli7OYlU6wy0g,br.gov.meugovbr,2020-06-20,2020-06-22,"Verifique as orientações na FAQ para dúvidas gerais: https://faq-login-unico.servicos.gov.br.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",1.0,neutral,,Tempo muito curto para prova,Very short test time,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOGi1DqRnDvgScRSTq5t5nEDgh0SqStuoK9A3jZpSXXA_hlB02xY5dYvZw9sGL9FUbXTmGli7OYlU6wy0g,Geraldo Magela Menas Siqueira,1.1.2
gp:AOqpTOGHa0adUbameT3mQkhmRokjw_j_CGzJJgy8KiFyDs9RCmKxERT-rQdZhmBvl7YgSiImeWIfxr1fYrMWBg,br.gov.meugovbr,2020-06-20,2020-06-22,"Verifique as orientações na FAQ para dúvidas gerais: https://faq-login-unico.servicos.gov.br.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",2.0,negative,,Autenticação desse app é ridícula,Authentication of this app is ridiculous,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOGHa0adUbameT3mQkhmRokjw_j_CGzJJgy8KiFyDs9RCmKxERT-rQdZhmBvl7YgSiImeWIfxr1fYrMWBg,ricardo da silva,1.1.2
gp:AOqpTOEOiMhF-S9R5G7cCiWBJAHuMGO2UTAc6pfgah6nJngOdjma_pYYEnp5-SfEiR_zEcldeKicDEY83fVhTQ,br.gov.meugovbr,2020-06-20,2020-06-22,"Verifique as orientações na FAQ para dúvidas gerais: https://faq-login-unico.servicos.gov.br.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",1.0,negative,,"Péssimo App, não ajuda me ajudou em nada.","Bad App, does not help helped me at all.",0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOEOiMhF-S9R5G7cCiWBJAHuMGO2UTAc6pfgah6nJngOdjma_pYYEnp5-SfEiR_zEcldeKicDEY83fVhTQ,Y f.a,
gp:AOqpTOGnJPQCqE4HM59-mJycmvjNnCid4cTCRErFou9KiW7oQPP4usQFPFoOGEhbKgYRfXCBih_3F58GojXkmA,br.gov.meugovbr,2020-06-20,2020-06-22,"Para recuperar sua senha e atualizar o e-mail cadastrado, acesse as orientações na FAQ: https://e.gov.br/recuperarconta. Caso não consiga, acesse https://e.gov.br/recuperarcadastro e preencha o formulário.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição",1.0,negative,,"A função Recuperar Conta com Validação Facial sempre para na segunda etapa, quando coloca a data de emissão da habilitação ele não avança de forma alguma, e eu preciso fazer login urgentemente na minha conta.","The Recover Account with Facial Validation function always stops in the second step, when you enter the date of issue of the license, it does not advance at all, and I need to log in urgently to my account.",0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOGnJPQCqE4HM59-mJycmvjNnCid4cTCRErFou9KiW7oQPP4usQFPFoOGEhbKgYRfXCBih_3F58GojXkmA,Baltazar Darkmoon,1.1.2
gp:AOqpTOGT8dOa6qcHvDTdltmIHH-_uxiqxyCCvdKI3CoHSFsXo2YCihw4liHHqPhBTjg_eyMAhfFBzg8uz9fTcA,br.gov.meugovbr,2020-06-20,,,3.0,negative,,"Problema ao ""Alterar Senha"" pela CNH. Após informar data de última emissão, botão ""Avançar"" não funciona.","Problem with ""Change Password"" by CNH. After informing the last issue date, the ""Next"" button does not work.",0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOGT8dOa6qcHvDTdltmIHH-_uxiqxyCCvdKI3CoHSFsXo2YCihw4liHHqPhBTjg_eyMAhfFBzg8uz9fTcA,Joao Paulo Alves,1.1.2
gp:AOqpTOHMlag5MtohJpiOwFMcfiqHqThRz0pmPu_58EcwH_5ydUsPIqBB7RwKWJpw3j_kkdpmYV0KkR-sJspGhw,br.gov.meugovbr,2020-06-20,2020-06-22,"Verifique as orientações na FAQ para dúvidas gerais: https://faq-login-unico.servicos.gov.br.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",1.0,negative,,Muito ruim,Too bad,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOHMlag5MtohJpiOwFMcfiqHqThRz0pmPu_58EcwH_5ydUsPIqBB7RwKWJpw3j_kkdpmYV0KkR-sJspGhw,marcos antonio melo,1.1.2
gp:AOqpTOGqzF4gpyB4EpspwgqM4z7ac75CWyBQtmRpV9XkwwVVec7s8mAlQC2tTNk-Iw2B3-_HTlApoxQ7-70I5w,br.gov.meugovbr,2020-06-20,2020-06-22,"A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",5.0,positive,,"O app é excelente e funcionou perfeitamente comigo, nem erro nenhum bug.","The app is excellent and worked perfectly with me, no mistake, no bug.",0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOGqzF4gpyB4EpspwgqM4z7ac75CWyBQtmRpV9XkwwVVec7s8mAlQC2tTNk-Iw2B3-_HTlApoxQ7-70I5w,Luana Santos,1.1.2
gp:AOqpTOFxwACCgoU8jGF5nDIXQE3Oh09qMkafPugR7FZKq9CfZHUJxy8jm0J39uqo8poGZ6UEnqK-Rfx2PHLPmQ,br.gov.meugovbr,2020-06-20,2020-06-22,"A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",5.0,positive,,apricativo ainda ta em teste previsto para dezembro.ele vai ser muito util .tudo do gov. vai ser nele.,apricativo is still in a test scheduled for December. it will be very useful. going to be in it.,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOFxwACCgoU8jGF5nDIXQE3Oh09qMkafPugR7FZKq9CfZHUJxy8jm0J39uqo8poGZ6UEnqK-Rfx2PHLPmQ,Mauricio Batista,1.1.2
gp:AOqpTOHCW3-xgKQrAofxRAos75nE6f3--UcyhPkN-a4Xdfv1KXJV78DsaAL8UPT11iIBvSSkv4Ot0cAJfon6mA,br.gov.meugovbr,2020-06-19,2020-06-22,"Verifique as orientações na FAQ para dúvidas gerais: https://faq-login-unico.servicos.gov.br.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",1.0,neutral,,Não funciona,Does not work,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOHCW3-xgKQrAofxRAos75nE6f3--UcyhPkN-a4Xdfv1KXJV78DsaAL8UPT11iIBvSSkv4Ot0cAJfon6mA,felipe camargo,1.1.2
gp:AOqpTOGbGBueR1Lmd3ox1ybdnwKz09IyQjTQALxCPvMXAzsxXsTXc5UOeT1JCVFJnPKdlrwciM-0iBPc4vT2Ug,br.gov.meugovbr,2020-06-19,2020-06-19,"Verifique as orientações de como criar a conta no app na FAQ: https://e.gov.br/contacelular
Lembrando que é necessário ter a CNH para conseguir criar a conta.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro.
Agradecemos a sua contribuição.",2.0,negative,,"O sistema de mapeamento facial simplesmente não funciona, pra recuperar a senha é uma novela sistema péssimo.","The facial mapping system just does not work, to recover the password is a very bad system.",0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOGbGBueR1Lmd3ox1ybdnwKz09IyQjTQALxCPvMXAzsxXsTXc5UOeT1JCVFJnPKdlrwciM-0iBPc4vT2Ug,CANAL DA ADRI,1.1.2
gp:AOqpTOF01SgGeikaS0x-airBYlm0NXq3vzxc2iNOIv4bQHq1MYTRJoctUY6ZLKzjdpKzvsTABlI5GV4R_N2UiQ,br.gov.meugovbr,2020-06-19,2020-06-19,"Verifique as orientações na FAQ para dúvidas gerais: https://faq-login-unico.servicos.gov.br.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",1.0,neutral,,Uma droga.,A drug.,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOF01SgGeikaS0x-airBYlm0NXq3vzxc2iNOIv4bQHq1MYTRJoctUY6ZLKzjdpKzvsTABlI5GV4R_N2UiQ,Eronias Marinho Valadão,1.1.2
